mlat_n,tec_n,tec_min_n,tec_max_n,tec_q25_n,tec_q75_n,tec_std_n,mlat_s,tec_s,tec_min_s,tec_max_s,tec_q25_s,tec_q75_s,tec_std_s,mlt,asy
12.5,64.25413757693644,34.2425,128.259,49.2235,73.38235,19.007816491035783,-14.5,55.67389567823033,25.0206,85.8857,45.058225,68.664225,19.007816491035783,13.125,14.308984589866867
12.5,64.91550276981184,33.6217,129.342,51.5747,77.1418,19.364246294946007,-14.5,55.53493613154263,19.2534,88.0336,44.5073,69.34075,19.364246294946007,13.375,15.575811468734672
13.5,64.73020815498927,31.359,127.891,50.3391,76.8668,17.223328888080125,-13.5,55.3391922386302,20.5779,84.812,44.815775,67.213525,17.223328888080125,13.625,15.642646478741165
12.5,65.1432542637303,33.7901,128.336,53.939099999999996,76.107625,15.17041603850116,-13.5,56.04159028619544,1.04874,88.3184,46.445625,66.7085,15.17041603850116,13.875,15.021125803870891
11.5,66.23207780702737,40.6529,101.835,57.0431,75.64,12.6076786709965,-13.5,56.96399022082932,17.2107,90.8643,46.986850000000004,67.21695,12.6076786709965,14.125,15.04607693177737
12.5,66.37366168504558,39.3767,112.687,56.759225,77.231975,13.806140242740518,-14.5,57.05275671504491,27.172,93.2114,43.919325,71.575025,13.806140242740518,14.375,15.103581698022984
12.5,67.45881933979037,38.8976,114.391,58.1349,76.4234,13.761835168535406,-14.5,58.18360578904911,23.9936,94.9473,46.1779,72.3672,13.761835168535406,14.625,14.764461194107053
13.5,67.05969768063481,39.4964,129.404,54.789699999999996,76.21815000000001,15.469009811294171,-14.5,59.478896419523636,23.6274,100.314,45.1539,73.068075,15.469009811294171,14.875,11.98180099126245
13.5,67.15500513895896,38.5223,124.802,57.139725,74.324825,14.905124130599619,-14.5,60.76373504151123,21.9094,107.102,45.0191,75.0918,14.905124130599619,15.125,9.992703318420425
13.5,66.20581653515794,37.132,115.306,56.45125,71.61352500000001,13.903496760791286,-14.5,61.628062510992706,21.578,108.168,46.6624,76.2072,13.903496760791286,15.375,7.162035695580461
14.5,64.48106599443463,35.917,116.455,53.560900000000004,69.1478,13.356181485588442,-13.5,61.33024086009262,22.9334,103.508,46.52735,75.98519999999999,13.356181485588442,15.625,5.008810754958986
14.5,63.51521173165275,30.4956,116.357,51.97695,71.966375,15.635909428557506,-13.5,60.318629132524144,13.2739,105.72,45.731325,74.13265,15.635909428557506,15.875,5.162696362837798
13.5,62.55146222843224,32.5898,117.125,52.6852,71.4076,14.785682679901468,-13.5,60.04764414181546,10.9637,106.057,46.1843,73.435075,14.785682679901468,16.125,4.084561724382042
13.5,61.846112424826906,32.7367,116.651,52.52285,70.1589,15.76744513439319,-13.5,58.36671080733266,21.2636,97.987,45.0422,71.8671,15.76744513439319,16.375,5.788736216226607
12.5,60.57335181338945,30.7654,102.978,51.876825,68.4044,12.734477879678487,-13.5,57.12749316822193,23.7026,95.0145,46.0112,67.8925,12.734477879678487,16.625,5.855282764887324
12.5,59.27700636423022,30.2172,103.183,49.335750000000004,67.37482499999999,13.248789429929003,-13.5,56.44409768584837,23.3575,102.359,42.5513,68.0379,13.248789429929003,16.875,4.896096872971243
12.5,57.805220742263266,30.7619,97.3936,48.873975,66.9271,12.731684738268463,-12.5,57.12291898539685,24.5902,97.121,46.96155,67.4152,12.731684738268463,17.125,1.1873536950710841
11.5,56.2401221384952,32.1675,86.7353,47.94835,63.723925,11.6592676469072,-12.5,56.29737465032359,21.2206,97.5271,44.950675,69.352625,11.6592676469072,17.375,-0.10174833004473953
12.5,55.53517785607412,29.5543,93.1282,46.1272,61.4734,12.478512459411112,-13.5,56.79992518260676,17.7332,99.0812,39.543175000000005,71.353075,12.478512459411112,17.625,-2.251740181512356
12.5,54.32032625304009,24.5642,108.198,44.837999999999994,61.84585,13.740591730725752,-13.5,56.32796168249173,19.0478,100.44,39.1242,73.625,13.740591730725752,17.875,-3.6288594553245486
12.5,51.90821161816624,22.83,97.2368,41.819625,60.415175,14.136634380635005,-13.5,54.17782066963391,18.3108,100.643,40.29865,68.30015,14.136634380635005,18.125,-4.2788084397585155
12.5,49.5351457501688,22.4082,87.2036,37.743275,59.1068,14.131844045248378,-13.5,53.3131390889811,7.7843,98.6203,41.1905,65.5647,14.131844045248378,18.375,-7.346730856466714
12.5,46.06359496968131,16.6868,87.6734,35.3378,54.7961,12.869060351559718,-13.5,53.33260040599092,15.4744,95.0801,43.1571,65.6511,12.869060351559718,18.625,-14.62632530115682
13.5,43.53076557549005,19.0255,103.77,32.839749999999995,53.98225,15.629831760294904,-13.5,53.224645300443434,10.3436,94.8068,44.7553,65.5193,15.629831760294904,18.875,-20.03790720786365
13.5,42.10360494382044,11.7032,106.469,30.653875,52.9091,15.3960235724557,-14.5,54.148533869764236,11.2735,102.437,40.9879,69.1073,15.3960235724557,19.125,-25.02786758696694
13.5,41.72981437739266,12.3012,97.6881,31.009774999999998,51.862700000000004,15.724475546069428,-14.5,53.82973907780299,4.08237,100.532,38.973225,69.481875,15.724475546069428,19.375,-25.324364258532338
13.5,41.46998362905066,13.1846,95.6267,29.7666,51.2796,14.656776478279449,-14.5,52.31849010656043,12.1619,99.7089,37.594249999999995,68.5985,14.656776478279449,19.625,-23.13398660925354
13.5,41.39789935273492,14.381,94.4444,30.978025000000002,53.0012,16.1783531179575,-13.5,50.73127385663724,11.3793,90.7907,41.653124999999996,63.4889,16.1783531179575,19.875,-20.26149628563659
