mlat_n,tec_n,tec_min_n,tec_max_n,tec_q25_n,tec_q75_n,tec_std_n,mlat_s,tec_s,tec_min_s,tec_max_s,tec_q25_s,tec_q75_s,tec_std_s,mlt,asy
11.5,98.474980605765,80.4,120.1,89.925,105.6,12.182245733489005,-4.5,,66.3,104.3,74.05,92.5,12.182245733489005,13.125,
12.5,98.33237056374692,79.9,121.7,84.30000000000001,115.7,15.598445275623188,-4.5,,65.3,111.0,74.3,87.05,15.598445275623188,13.375,
12.5,99.26439902649699,80.8,121.4,83.55000000000001,107.8,13.528405261439685,-4.5,,64.7,110.7,77.425,91.05,13.528405261439685,13.625,
11.5,98.93761280338914,81.3,118.1,90.8,106.975,11.088238047070677,-5.5,85.87749631109645,60.5,125.4,79.5,93.225,11.088238047070677,13.875,14.13316969036603
11.5,100.05164836422271,64.5,123.8,96.85000000000001,108.45,11.296334781121681,-5.5,86.41061486253697,61.0,126.5,79.5,90.225,11.296334781121681,14.125,14.631414706252562
11.5,100.59685760029922,64.9,126.8,88.0,111.95,15.341539234606039,-2.5,,58.4,105.7,75.4,92.30000000000001,15.341539234606039,14.375,
12.5,97.08588848498407,77.3,136.3,85.7,117.0,17.547720997187128,-6.5,85.89822137836454,48.2,124.4,79.625,90.275,17.547720997187128,14.625,12.228020361958652
12.5,99.55449005825317,77.9,125.5,97.975,120.05000000000001,15.655422640878019,-9.5,86.59797113569526,44.5,125.2,76.1,92.8,15.655422640878019,14.875,13.920330507001756
12.5,96.67707110476312,60.5,122.8,82.0,110.55,19.18247063042661,-9.5,87.1196140223682,44.0,125.4,76.9,93.8,19.18247063042661,15.125,10.400032052573822
11.5,95.06749184872227,63.2,110.6,85.8,99.3,12.670885380917007,-11.5,85.68029844582247,19.3,122.6,75.6,99.4,12.670885380917007,15.375,10.387062976097825
10.5,92.76418400127753,70.9,102.6,85.6,96.4,7.90139600472786,-11.5,86.98304897490603,26.7,124.2,80.85,101.15,7.90139600472786,15.625,6.432516295967125
11.5,92.27641291654096,67.7,121.8,83.1,97.0,11.236831347739518,-11.5,87.13703306177527,38.8,125.3,79.0,104.42500000000001,11.236831347739518,15.875,5.729091068666988
