mlat_n,tec_n,tec_min_n,tec_max_n,tec_q25_n,tec_q75_n,tec_std_n,mlat_s,tec_s,tec_min_s,tec_max_s,tec_q25_s,tec_q75_s,tec_std_s,mlt,asy
6.5,42.42474942275953,29.2,62.2,38.05,49.0,6.827738543767792,-10.5,40.75513484878353,21.9,54.9,38.1,44.575,6.827738543767792,13.125,4.01446717219635
5.5,44.04722383946208,16.1,55.5,39.15,47.25,6.534948713587062,-12.5,41.385108714549816,6.4,60.8,37.6,45.8,6.534948713587062,13.375,6.2321021686472715
5.5,44.90831419876284,15.6,59.1,39.8,48.8,7.335524710201474,-13.5,42.23785739045847,1.5,63.5,37.0,46.7,7.335524710201474,13.625,6.128684162723819
5.5,45.063455918102925,17.8,60.5,39.099999999999994,48.2,6.961602312581952,-13.5,43.01882884897014,11.8,64.7,37.650000000000006,48.650000000000006,6.961602312581952,13.875,4.642538677418844
6.5,45.8783292143191,30.8,62.1,37.2,50.6,7.460405648763292,-14.5,44.119538001268936,11.2,71.7,37.9,50.875,7.460405648763292,14.125,3.908517540392415
8.5,47.682639487727215,31.5,64.9,42.9,54.8,8.334385072084238,-14.5,44.97741085365266,7.0,72.0,37.925,51.5,8.334385072084238,14.375,5.839039853977857
9.5,49.42568312776047,33.4,77.1,45.425,53.925,7.835211988441716,-14.5,45.16379998623845,23.5,70.5,38.1,52.2,7.835211988441716,14.625,9.011325574928057
9.5,50.05924515443866,32.4,73.2,46.1,55.1,7.736935575429194,-13.5,44.682641866980454,25.3,68.7,39.2,51.1,7.736935575429194,14.875,11.350002531071974
9.5,49.946259381628586,30.9,75.8,44.425,53.650000000000006,7.537118108886547,-13.5,44.164616089646955,10.5,67.7,38.375,50.7,7.537118108886547,15.125,12.286876013062486
11.5,49.29553044749046,25.5,69.0,41.849999999999994,57.724999999999994,9.702313568969208,-12.5,43.68862267526967,24.7,63.3,36.9,48.675000000000004,9.702313568969208,15.375,12.059921145527667
11.5,49.65641173696538,22.1,78.9,42.3,55.95,10.989199740953874,-12.5,42.93066820742012,25.2,61.5,36.7,48.6,10.989199740953874,15.625,14.528470999593532
11.5,49.41986975980474,20.5,79.0,40.349999999999994,54.65,11.448538835075222,-12.5,42.19485240262334,6.0,62.3,35.7,48.475,11.448538835075222,15.875,15.772612057638126
12.5,49.23680107780131,18.6,86.1,37.849999999999994,60.175000000000004,14.693017912802334,-11.5,41.26408696128341,25.9,60.4,35.1,47.1,14.693017912802334,16.125,17.619084827266477
11.5,47.56720498193233,18.1,86.5,35.125,55.150000000000006,13.653163944794493,-11.5,40.91293683411383,5.1,60.8,34.3,47.6,13.653163944794493,16.375,15.041269173489788
10.5,44.6316695267914,21.8,80.0,35.0,52.2,12.22225930640189,-12.5,40.12297250947155,20.4,63.6,32.8,47.8,12.22225930640189,16.625,10.639410205734253
11.5,43.34393760506255,20.8,80.5,33.8,49.1,11.977109607399663,-12.5,39.25101742981431,14.6,62.6,31.3,46.8,11.977109607399663,16.875,9.910823665973174
10.5,41.01815055447606,20.3,70.1,34.55,46.95,10.134598918462203,-11.5,38.44572538066115,14.3,59.3,31.45,45.8,10.134598918462203,17.125,6.474451802262103
10.5,38.60526635794749,20.1,69.0,33.275,46.125,8.504870259174325,-11.5,37.4111304281445,6.2,56.9,29.7,45.625,8.504870259174325,17.375,3.1417851418642067
11.5,36.849378541073555,19.2,60.1,29.2,41.0,8.525547130393422,-11.5,36.10473516566261,7.2,62.0,28.1,44.225,8.525547130393422,17.625,2.041402019917045
9.5,34.85472753029552,21.3,49.6,29.85,39.7,6.149294838505253,-11.5,34.79921831861941,14.3,62.9,26.7,41.9,6.149294838505253,17.875,0.15938569164915428
11.5,33.33017641271165,12.6,59.9,25.6,37.4,8.64997373974904,-11.5,33.75285026903774,15.4,58.8,25.5,41.125,8.64997373974904,18.125,-1.2601514190208054
11.5,31.973723223202583,14.7,56.4,24.9,37.2,9.222441725082845,-11.5,32.68941658606894,6.6,52.7,24.5,40.675000000000004,9.222441725082845,18.375,-2.2136053553147645
10.5,29.927388689274082,11.9,51.5,23.8,33.25,7.485931510875053,-11.5,31.586969655960175,10.8,51.3,24.35,40.0,7.485931510875053,18.625,-5.395751532909119
11.5,27.980547401908847,12.4,49.3,21.9,32.2,8.455039356118307,-11.5,30.909717980474042,0.4,53.4,23.45,38.4,8.455039356118307,18.875,-9.947893967010243
11.5,26.81215149752286,11.7,48.8,20.0,31.2,8.472358239110092,-11.5,30.322806658968968,6.1,57.3,23.45,37.349999999999994,8.472358239110092,19.125,-12.288991800188164
12.5,25.565741476568494,8.0,53.7,17.4,34.9,11.134847665760073,-11.5,29.75526452008642,4.2,62.6,22.8,35.925,11.134847665760073,19.375,-15.146228699352479
12.5,25.66492478205173,7.5,52.0,16.6,36.4,11.575084498160694,-11.5,29.013972907938072,1.8,54.5,21.3,35.8,11.575084498160694,19.625,-12.249874329487294
12.5,25.280987176046416,2.6,58.0,18.4,35.425,11.155692368247102,-12.5,28.72582964731073,0.7,61.3,18.8,38.0,11.155692368247102,19.875,-12.757065399842153
12.5,25.450761358879973,6.8,64.7,17.7,33.6,11.837710067190272,-13.5,28.438514833538097,3.5,65.1,15.9,38.9,11.837710067190272,20.125,-11.088489902851896
13.5,26.258442755557265,6.2,64.2,18.375,34.675,12.776615748889338,-13.5,27.662285595467438,5.6,61.3,15.5,38.2,12.776615748889338,20.375,-5.207061858553303
13.5,27.414243732399765,6.3,66.9,15.7,39.2,14.188096602497243,-13.5,26.81687348398969,2.7,59.7,15.7,37.5,14.188096602497243,20.625,2.203053446332255
14.5,27.34921314715622,6.7,71.0,14.4,37.75,14.840119802815769,-13.5,25.318065895651024,0.5,55.0,15.0,35.6,14.840119802815769,20.875,7.713127727195883
14.5,27.56135220000216,4.9,69.1,13.975,41.95,15.701265877634,-13.5,24.047598454556567,0.2,54.6,14.5,35.1,15.701265877634,21.125,13.616838555640015
