mlt,mlat_n,tec_n,tec_min_n,tec_max_n,tec_q25_n,tec_q75_n,tec_std_n,mlat_s,tec_s,tec_min_s,tec_max_s,tec_q25_s,tec_q75_s,tec_std_s,asy
18.125,13.666666666666666,49.69367214073683,22.766666666666666,80.3,39.733333333333334,58.55833333333334,12.68398513173051,-13.0,47.268099670440506,14.333333333333334,81.73333333333333,38.89166666666667,56.625,12.68398513173051,5.7240487123341905
18.375,14.0,48.433475616282635,20.466666666666665,79.83333333333333,37.06666666666666,56.833333333333336,13.089143859925121,-13.0,45.60390142245779,11.333333333333334,80.23333333333333,37.85,54.24166666666667,13.089143859925121,6.630957034264512
18.625,13.666666666666666,46.89315474042339,18.7,79.03333333333333,35.24166666666667,55.15833333333333,12.719058805656147,-13.333333333333334,43.65745366767447,12.166666666666666,77.86666666666667,36.291666666666664,51.80833333333334,12.719058805656147,7.926831326585926
18.875,14.0,45.47908058056618,19.166666666666668,78.23333333333333,35.324999999999996,54.98333333333333,13.256266939678111,-14.0,42.57212633668809,12.799999999999999,80.46666666666667,34.324999999999996,50.85,13.256266939678111,7.565849641353128
19.125,14.333333333333334,44.175161226999,17.233333333333334,77.73333333333333,31.875,53.025,13.280542559592106,-14.0,42.27458890500265,12.166666666666666,72.5,33.68333333333334,50.949999999999996,13.280542559592106,5.499017304949075
19.375,14.333333333333334,44.24917066138897,12.1,76.3,34.475,54.9,14.028217598745067,-14.0,42.89377867769758,12.066666666666668,72.83333333333333,34.43333333333333,52.758333333333326,14.028217598745067,3.851935042155245
19.625,14.0,44.80423337629541,12.033333333333333,78.7,34.35,55.0,13.985317319552978,-14.333333333333334,42.61400955780446,11.833333333333334,79.43333333333334,32.61666666666667,52.63333333333333,13.985317319552978,5.573310668915643
19.875,14.333333333333334,45.15979722575471,15.566666666666665,81.86666666666666,34.949999999999996,55.041666666666664,14.878445706246112,-14.333333333333334,42.06685261219102,11.0,82.83333333333333,32.300000000000004,53.15833333333333,14.878445706246112,7.620334682028134
20.125,14.333333333333334,44.936225752850355,15.700000000000001,85.7,34.791666666666664,56.88333333333333,15.567534198385232,-14.333333333333334,41.64669841400576,9.700000000000001,87.73333333333333,31.53333333333333,53.35833333333333,15.567534198385232,8.356592354307457
20.375,14.0,43.924776928448495,10.333333333333334,80.46666666666667,33.98333333333333,54.916666666666664,14.636968683321866,-14.333333333333334,40.313762125702375,8.433333333333334,85.2,30.625,51.01666666666667,14.636968683321866,9.087046180338238
20.625,13.666666666666666,42.44969916168171,11.133333333333335,80.56666666666666,31.175,50.949999999999996,14.193077922727971,-14.333333333333334,39.127486767067744,7.266666666666667,75.63333333333334,29.791666666666668,49.541666666666664,14.193077922727971,8.448116507814108
20.875,13.333333333333334,41.3146420326633,13.0,77.26666666666667,31.083333333333332,52.18333333333334,14.492973613619661,-13.333333333333334,38.02770691028939,8.9,80.23333333333333,28.608333333333334,46.574999999999996,14.492973613619661,8.260835076335786
21.125,13.666666666666666,40.2187029712984,11.1,77.3,29.85833333333333,50.35,14.112444581058407,-13.666666666666666,36.89896828751542,6.7,68.0,28.525000000000002,45.93333333333334,14.112444581058407,8.542493019223233
21.375,13.333333333333334,38.288370873901215,7.800000000000001,73.03333333333333,28.633333333333336,47.324999999999996,13.491844729629252,-13.333333333333334,35.421241324974595,5.533333333333334,67.8,25.116666666666664,43.36666666666667,13.491844729629252,7.456857802957544
21.625,13.0,36.54905988355717,9.933333333333332,70.60000000000001,27.86666666666667,45.6,12.004981261514517,-12.666666666666666,33.995197867411996,5.3,67.5,25.891666666666666,42.25833333333333,12.004981261514517,6.416318013196585
21.875,12.333333333333334,34.439422877882144,8.333333333333334,63.03333333333333,26.96666666666667,42.99166666666667,11.590633650403191,-12.0,32.589759161004764,8.133333333333333,63.96666666666667,25.5,39.69166666666667,11.590633650403191,4.816111693370167
22.125,11.0,33.09227631574967,11.1,62.03333333333333,26.108333333333334,41.699999999999996,10.552451842262435,-11.666666666666666,31.07449196368245,7.533333333333334,62.29999999999999,23.758333333333336,37.108333333333334,10.552451842262435,5.870975918935887
22.375,10.666666666666666,31.938791032678328,8.1,56.333333333333336,26.0,38.69166666666667,9.759806303845638,-11.0,30.23898954813538,8.933333333333332,57.06666666666667,23.433333333333334,36.68333333333333,9.759806303845638,4.751764310387598
22.625,9.666666666666666,30.943976687269224,7.866666666666667,56.1,24.708333333333332,38.31666666666667,9.438804973958506,-10.333333333333334,29.365298076247726,10.533333333333333,54.73333333333333,24.083333333333332,35.4,9.438804973958506,4.63831853548801
22.875,9.333333333333334,30.251288280587733,8.366666666666667,54.63333333333333,23.45,37.699999999999996,9.483072207867787,-10.333333333333334,28.40962456488657,6.166666666666667,52.29999999999999,22.708333333333332,33.9,9.483072207867787,5.854195382703913
