mlt,mlat_n,tec_n,tec_min_n,tec_max_n,tec_q25_n,tec_q75_n,tec_std_n,mlat_s,tec_s,tec_min_s,tec_max_s,tec_q25_s,tec_q75_s,tec_std_s,asy
13.125,13.333333333333334,58.69042760698738,27.066666666666666,99.8,46.73333333333333,69.55,15.934467194623293,-5.666666666666667,41.80259173360827,31.099999999999998,74.56666666666666,44.275,54.5,15.934467194623293,21.84671156223134
13.375,13.0,60.06853964411726,33.833333333333336,100.76666666666667,48.23333333333334,70.48333333333333,15.303953015071611,-6.0,43.713273745379816,30.5,78.10000000000001,44.81666666666666,55.275000000000006,15.303953015071611,21.49141537953338
13.625,13.333333333333334,61.74490458530939,31.066666666666666,105.2,50.225,73.5,16.21327451185316,-6.0,45.63547471025941,30.03333333333333,79.36666666666667,45.675000000000004,56.75,16.21327451185316,21.87739597558298
13.875,13.333333333333334,63.10451446869126,33.199999999999996,110.16666666666667,51.18333333333334,75.5,15.944185412610707,-6.0,46.80009419014087,28.366666666666664,77.2,46.25,57.80833333333334,15.944185412610707,21.706129496078272
14.125,13.666666666666666,63.96265539604385,31.833333333333332,106.66666666666667,51.458333333333336,75.10000000000001,16.258551588193722,-6.0,46.80353897984233,31.833333333333332,78.7,46.40833333333333,58.4,16.258551588193722,24.182480272346577
14.375,13.333333333333334,64.02454380593635,35.06666666666667,103.10000000000001,52.199999999999996,73.45,14.882415974466022,-7.333333333333333,47.38725098335546,32.0,78.63333333333333,46.525,58.85833333333334,14.882415974466022,24.278469428453747
14.625,13.333333333333334,63.58899422942395,30.666666666666668,102.10000000000001,51.78333333333333,73.71666666666665,14.737225367882614,-8.0,54.97257490382238,27.3,77.03333333333335,47.583333333333336,60.13333333333333,14.737225367882614,16.361687903040412
14.875,13.666666666666666,63.41281699135457,36.36666666666667,103.16666666666667,52.4,73.72500000000001,14.753326540440348,-8.333333333333334,54.87115692700094,31.666666666666668,79.43333333333334,46.63333333333333,60.041666666666664,14.753326540440348,16.49043129831297
15.125,13.333333333333334,63.056568205649036,37.766666666666666,103.63333333333333,53.324999999999996,72.81666666666666,13.610976855288351,-8.666666666666666,54.81118779516187,33.666666666666664,80.83333333333333,46.86666666666667,61.06666666666666,13.610976855288351,16.111094290819167
15.375,13.666666666666666,62.34343033172434,35.53333333333333,102.5,51.300000000000004,72.84166666666668,14.027954828289637,-10.0,53.065611999128386,31.866666666666664,80.0,46.13333333333333,60.85,14.027954828289637,16.73735714508495
15.625,13.666666666666666,61.25777557293528,30.46666666666667,97.66666666666667,50.241666666666674,71.11666666666667,13.692827506724532,-10.666666666666666,52.963812385212975,19.433333333333334,81.3,44.68333333333334,61.21666666666667,13.692827506724532,15.187946299989397
15.875,13.333333333333334,60.5996826322656,34.63333333333333,92.7,50.35833333333333,71.53333333333333,13.266098328372172,-11.0,52.48751441057447,28.7,84.86666666666666,44.475,61.208333333333336,13.266098328372172,15.115822017767059
16.125,13.333333333333334,59.960615697736415,35.53333333333333,90.16666666666667,49.1,71.58333333333333,13.157026709721256,-11.333333333333334,52.30337849062383,19.533333333333335,87.56666666666666,42.5,61.949999999999996,13.157026709721256,14.446648310451778
16.375,13.333333333333334,59.2492579816197,34.266666666666666,92.93333333333334,48.59166666666667,69.03333333333335,12.756682118740988,-11.333333333333334,52.198534182569894,26.566666666666666,83.93333333333334,42.6,62.59166666666666,12.756682118740988,13.430585587537431
16.625,13.333333333333334,58.24308564595865,30.2,90.60000000000001,47.025,67.96666666666667,12.833328895389963,-11.666666666666666,52.03251337218427,25.633333333333336,84.10000000000001,42.075,62.074999999999996,12.833328895389963,12.045977752090494
16.875,13.333333333333334,57.21460230933392,28.600000000000005,84.89999999999999,45.65,67.24166666666666,13.034431977155984,-11.333333333333334,51.812395739045456,24.933333333333334,86.26666666666667,42.46666666666667,62.44166666666666,13.034431977155984,10.519298155863318
17.125,13.0,56.02785246178514,28.400000000000002,87.3,46.15,66.5,13.134176965334959,-11.666666666666666,51.63059226669605,18.533333333333335,82.96666666666665,42.4,62.208333333333336,13.134176965334959,8.641906422317206
17.375,13.0,54.77149049964324,28.666666666666668,83.86666666666666,44.958333333333336,64.20833333333333,12.574371534078745,-11.0,50.734114409886395,21.366666666666664,79.8,43.30833333333334,60.09166666666667,12.574371534078745,8.151980036892683
17.625,13.333333333333334,52.94542479867241,25.2,82.86666666666667,42.0,62.76666666666667,13.076325170568026,-11.666666666666666,49.77982735281222,20.566666666666666,79.53333333333333,42.208333333333336,59.491666666666674,13.076325170568026,6.764997762624343
17.875,13.0,51.307890630630304,25.46666666666667,77.53333333333333,41.699999999999996,60.025,12.012786589040585,-12.333333333333334,48.5381577902117,19.133333333333333,80.93333333333334,40.4,58.208333333333336,12.012786589040585,6.240808650625747
