Year  DOY  Hour  Kp  F10.7
2009 244  0 13  70.4
2009 244  1 13  70.4
2009 244  2 13  70.4
2009 244  3  3  70.4
2009 244  4  3  70.4
2009 244  5  3  70.4
2009 244  6  0  70.4
2009 244  7  0  70.4
2009 244  8  0  70.4
2009 244  9  7  70.4
2009 244 10  7  70.4
2009 244 11  7  70.4
2009 244 12 13  70.4
2009 244 13 13  70.4
2009 244 14 13  70.4
2009 244 15  7  70.4
2009 244 16  7  70.4
2009 244 17  7  70.4
2009 244 18  3  70.4
2009 244 19  3  70.4
2009 244 20  3  70.4
2009 244 21 10  70.4
2009 244 22 10  70.4
2009 244 23 10  70.4
2009 245  0 17  69.4
2009 245  1 17  69.4
2009 245  2 17  69.4
2009 245  3  7  69.4
2009 245  4  7  69.4
2009 245  5  7  69.4
2009 245  6  0  69.4
2009 245  7  0  69.4
2009 245  8  0  69.4
2009 245  9  3  69.4
2009 245 10  3  69.4
2009 245 11  3  69.4
2009 245 12 10  69.4
2009 245 13 10  69.4
2009 245 14 10  69.4
2009 245 15  7  69.4
2009 245 16  7  69.4
2009 245 17  7  69.4
2009 245 18  3  69.4
2009 245 19  3  69.4
2009 245 20  3  69.4
2009 245 21 10  69.4
2009 245 22 10  69.4
2009 245 23 10  69.4
2009 246  0  3  69.8
2009 246  1  3  69.8
2009 246  2  3  69.8
2009 246  3  3  69.8
2009 246  4  3  69.8
2009 246  5  3  69.8
2009 246  6  7  69.8
2009 246  7  7  69.8
2009 246  8  7  69.8
2009 246  9  7  69.8
2009 246 10  7  69.8
2009 246 11  7  69.8
2009 246 12 10  69.8
2009 246 13 10  69.8
2009 246 14 10  69.8
2009 246 15 23  69.8
2009 246 16 23  69.8
2009 246 17 23  69.8
2009 246 18 20  69.8
2009 246 19 20  69.8
2009 246 20 20  69.8
2009 246 21 23  69.8
2009 246 22 23  69.8
2009 246 23 23  69.8
2009 247  0 20  69.5
2009 247  1 20  69.5
2009 247  2 20  69.5
2009 247  3 27  69.5
2009 247  4 27  69.5
2009 247  5 27  69.5
2009 247  6 20  69.5
2009 247  7 20  69.5
2009 247  8 20  69.5
2009 247  9 20  69.5
2009 247 10 20  69.5
2009 247 11 20  69.5
2009 247 12 13  69.5
2009 247 13 13  69.5
2009 247 14 13  69.5
