Year  DOY  Hour  Kp  F10.7
2012 335  0  0 107.5
2012 335  1  0 107.5
2012 335  2  0 107.5
2012 335  3  0 107.5
2012 335  4  0 107.5
2012 335  5  0 107.5
2012 335  6  0 107.5
2012 335  7  0 107.5
2012 335  8  0 107.5
2012 335  9  7 107.5
2012 335 10  7 107.5
2012 335 11  7 107.5
2012 335 12  0 107.5
2012 335 13  0 107.5
2012 335 14  0 107.5
2012 335 15  7 107.5
2012 335 16  7 107.5
2012 335 17  7 107.5
2012 335 18  0 107.5
2012 335 19  0 107.5
2012 335 20  0 107.5
2012 335 21  3 107.5
2012 335 22  3 107.5
2012 335 23  3 107.5
2012 336  0 10  98.8
2012 336  1 10  98.8
2012 336  2 10  98.8
2012 336  3 10  98.8
2012 336  4 10  98.8
2012 336  5 10  98.8
2012 336  6  3  98.8
2012 336  7  3  98.8
2012 336  8  3  98.8
2012 336  9  3  98.8
2012 336 10  3  98.8
2012 336 11  3  98.8
2012 336 12  7  98.8
2012 336 13  7  98.8
2012 336 14  7  98.8
2012 336 15  7  98.8
2012 336 16  7  98.8
2012 336 17  7  98.8
2012 336 18 23  98.8
2012 336 19 23  98.8
2012 336 20 23  98.8
2012 336 21 23  98.8
2012 336 22 23  98.8
2012 336 23 23  98.8
2012 337  0 27  94.9
2012 337  1 27  94.9
2012 337  2 27  94.9
2012 337  3 27  94.9
2012 337  4 27  94.9
2012 337  5 27  94.9
2012 337  6 27  94.9
2012 337  7 27  94.9
2012 337  8 27  94.9
2012 337  9 27  94.9
2012 337 10 27  94.9
2012 337 11 27  94.9
2012 337 12 20  94.9
2012 337 13 20  94.9
2012 337 14 20  94.9
2012 337 15  7  94.9
2012 337 16  7  94.9
2012 337 17  7  94.9
2012 337 18  3  94.9
2012 337 19  3  94.9
2012 337 20  3  94.9
2012 337 21  0  94.9
2012 337 22  0  94.9
2012 337 23  0  94.9
2012 338  0  3  93.9
2012 338  1  3  93.9
2012 338  2  3  93.9
2012 338  3 10  93.9
2012 338  4 10  93.9
2012 338  5 10  93.9
2012 338  6 13  93.9
2012 338  7 13  93.9
2012 338  8 13  93.9
2012 338  9  7  93.9
2012 338 10  7  93.9
2012 338 11  7  93.9
2012 338 12 10  93.9
2012 338 13 10  93.9
2012 338 14 10  93.9
2012 338 15 10  93.9
2012 338 16 10  93.9
2012 338 17 10  93.9
2012 338 18  7  93.9
2012 338 19  7  93.9
2012 338 20  7  93.9
2012 338 21 13  93.9
2012 338 22 13  93.9
2012 338 23 13  93.9
2012 339  0 13  93.4
2012 339  1 13  93.4
2012 339  2 13  93.4
2012 339  3 27  93.4
2012 339  4 27  93.4
2012 339  5 27  93.4
2012 339  6 20  93.4
2012 339  7 20  93.4
2012 339  8 20  93.4
2012 339  9  3  93.4
2012 339 10  3  93.4
2012 339 11  3  93.4
2012 339 12  3  93.4
2012 339 13  3  93.4
2012 339 14  3  93.4
2012 339 15  0  93.4
2012 339 16  0  93.4
2012 339 17  0  93.4
2012 339 18  3  93.4
2012 339 19  3  93.4
2012 339 20  3  93.4
2012 339 21  0  93.4
2012 339 22  0  93.4
2012 339 23  0  93.4
2012 340  0  0  92.7
2012 340  1  0  92.7
2012 340  2  0  92.7
2012 340  3  0  92.7
2012 340  4  0  92.7
2012 340  5  0  92.7
2012 340  6  0  92.7
2012 340  7  0  92.7
2012 340  8  0  92.7
2012 340  9  3  92.7
2012 340 10  3  92.7
2012 340 11  3  92.7
2012 340 12  0  92.7
2012 340 13  0  92.7
2012 340 14  0  92.7
2012 340 15  0  92.7
2012 340 16  0  92.7
2012 340 17  0  92.7
2012 340 18  7  92.7
2012 340 19  7  92.7
2012 340 20  7  92.7
2012 340 21 13  92.7
2012 340 22 13  92.7
2012 340 23 13  92.7
2012 341  0  0  94.6
2012 341  1  0  94.6
2012 341  2  0  94.6
2012 341  3  0  94.6
2012 341  4  0  94.6
2012 341  5  0  94.6
2012 341  6  0  94.6
2012 341  7  0  94.6
2012 341  8  0  94.6
2012 341  9  3  94.6
2012 341 10  3  94.6
2012 341 11  3  94.6
2012 341 12  3  94.6
2012 341 13  3  94.6
2012 341 14  3  94.6
2012 341 15  0  94.6
2012 341 16  0  94.6
2012 341 17  0  94.6
2012 341 18  0  94.6
2012 341 19  0  94.6
2012 341 20  0  94.6
2012 341 21  0  94.6
2012 341 22  0  94.6
2012 341 23  0  94.6
2012 342  0  0  94.2
2012 342  1  0  94.2
2012 342  2  0  94.2
2012 342  3  0  94.2
2012 342  4  0  94.2
2012 342  5  0  94.2
2012 342  6  0  94.2
2012 342  7  0  94.2
2012 342  8  0  94.2
2012 342  9  0  94.2
2012 342 10  0  94.2
2012 342 11  0  94.2
2012 342 12  0  94.2
2012 342 13  0  94.2
2012 342 14  0  94.2
2012 342 15  0  94.2
2012 342 16  0  94.2
2012 342 17  0  94.2
2012 342 18  7  94.2
2012 342 19  7  94.2
2012 342 20  7  94.2
2012 342 21  0  94.2
2012 342 22  0  94.2
2012 342 23  0  94.2
2012 343  0  0  98.1
2012 343  1  0  98.1
2012 343  2  0  98.1
2012 343  3  3  98.1
2012 343  4  3  98.1
2012 343  5  3  98.1
2012 343  6  0  98.1
2012 343  7  0  98.1
2012 343  8  0  98.1
2012 343  9  3  98.1
2012 343 10  3  98.1
2012 343 11  3  98.1
2012 343 12  0  98.1
2012 343 13  0  98.1
2012 343 14  0  98.1
2012 343 15  0  98.1
2012 343 16  0  98.1
2012 343 17  0  98.1
2012 343 18  0  98.1
2012 343 19  0  98.1
2012 343 20  0  98.1
2012 343 21  3  98.1
2012 343 22  3  98.1
2012 343 23  3  98.1
2012 344  0  7 100.6
2012 344  1  7 100.6
2012 344  2  7 100.6
2012 344  3 13 100.6
2012 344  4 13 100.6
2012 344  5 13 100.6
2012 344  6  0 100.6
2012 344  7  0 100.6
2012 344  8  0 100.6
2012 344  9  7 100.6
2012 344 10  7 100.6
2012 344 11  7 100.6
2012 344 12  7 100.6
2012 344 13  7 100.6
2012 344 14  7 100.6
2012 344 15 10 100.6
2012 344 16 10 100.6
2012 344 17 10 100.6
2012 344 18 10 100.6
2012 344 19 10 100.6
2012 344 20 10 100.6
2012 344 21 27 100.6
2012 344 22 27 100.6
2012 344 23 27 100.6
2012 345  0 23 100.9
2012 345  1 23 100.9
2012 345  2 23 100.9
2012 345  3  7 100.9
2012 345  4  7 100.9
2012 345  5  7 100.9
2012 345  6  7 100.9
2012 345  7  7 100.9
2012 345  8  7 100.9
2012 345  9  7 100.9
2012 345 10  7 100.9
2012 345 11  7 100.9
2012 345 12  3 100.9
2012 345 13  3 100.9
2012 345 14  3 100.9
2012 345 15  3 100.9
2012 345 16  3 100.9
2012 345 17  3 100.9
2012 345 18  7 100.9
2012 345 19  7 100.9
2012 345 20  7 100.9
2012 345 21  3 100.9
2012 345 22  3 100.9
2012 345 23  3 100.9
2012 346  0 13 100.5
2012 346  1 13 100.5
2012 346  2 13 100.5
2012 346  3 10 100.5
2012 346  4 10 100.5
2012 346  5 10 100.5
2012 346  6  0 100.5
2012 346  7  0 100.5
2012 346  8  0 100.5
2012 346  9  0 100.5
2012 346 10  0 100.5
2012 346 11  0 100.5
2012 346 12  0 100.5
2012 346 13  0 100.5
2012 346 14  0 100.5
2012 346 15  0 100.5
2012 346 16  0 100.5
2012 346 17  0 100.5
2012 346 18  7 100.5
2012 346 19  7 100.5
2012 346 20  7 100.5
2012 346 21  3 100.5
2012 346 22  3 100.5
2012 346 23  3 100.5
2012 347  0  0 108.4
2012 347  1  0 108.4
2012 347  2  0 108.4
2012 347  3  0 108.4
2012 347  4  0 108.4
2012 347  5  0 108.4
2012 347  6  7 108.4
2012 347  7  7 108.4
2012 347  8  7 108.4
2012 347  9  3 108.4
2012 347 10  3 108.4
2012 347 11  3 108.4
2012 347 12  7 108.4
2012 347 13  7 108.4
