Year  DOY  Hour  Kp  F10.7
2004  60  0 20 108.0
2004  60  1 20 108.0
2004  60  2 20 108.0
2004  60  3 33 108.0
2004  60  4 33 108.0
2004  60  5 33 108.0
2004  60  6 27 108.0
2004  60  7 27 108.0
2004  60  8 27 108.0
2004  60  9 53 108.0
2004  60 10 53 108.0
2004  60 11 53 108.0
2004  60 12 43 108.0
2004  60 13 43 108.0
2004  60 14 43 108.0
2004  60 15 30 108.0
2004  60 16 30 108.0
2004  60 17 30 108.0
2004  60 18 37 108.0
2004  60 19 37 108.0
2004  60 20 37 108.0
2004  60 21 43 108.0
2004  60 22 43 108.0
2004  60 23 43 108.0
2004  61  0 33 100.0
2004  61  1 33 100.0
2004  61  2 33 100.0
2004  61  3 23 100.0
2004  61  4 23 100.0
2004  61  5 23 100.0
2004  61  6 30 100.0
2004  61  7 30 100.0
2004  61  8 30 100.0
2004  61  9 23 100.0
2004  61 10 23 100.0
2004  61 11 23 100.0
2004  61 12 33 100.0
2004  61 13 33 100.0
2004  61 14 33 100.0
2004  61 15 47 100.0
2004  61 16 47 100.0
2004  61 17 47 100.0
2004  61 18 40 100.0
2004  61 19 40 100.0
2004  61 20 40 100.0
2004  61 21 43 100.0
2004  61 22 43 100.0
2004  61 23 43 100.0
2004  62  0 43  97.1
2004  62  1 43  97.1
2004  62  2 43  97.1
2004  62  3 30  97.1
2004  62  4 30  97.1
2004  62  5 30  97.1
2004  62  6 43  97.1
2004  62  7 43  97.1
2004  62  8 43  97.1
2004  62  9 23  97.1
2004  62 10 23  97.1
2004  62 11 23  97.1
2004  62 12 30  97.1
2004  62 13 30  97.1
2004  62 14 30  97.1
2004  62 15 30  97.1
2004  62 16 30  97.1
2004  62 17 30  97.1
2004  62 18 40  97.1
2004  62 19 40  97.1
2004  62 20 40  97.1
2004  62 21 37  97.1
2004  62 22 37  97.1
2004  62 23 37  97.1
2004  63  0 20  88.9
2004  63  1 20  88.9
2004  63  2 20  88.9
2004  63  3 23  88.9
2004  63  4 23  88.9
2004  63  5 23  88.9
2004  63  6 20  88.9
2004  63  7 20  88.9
2004  63  8 20  88.9
2004  63  9 43  88.9
2004  63 10 43  88.9
2004  63 11 43  88.9
2004  63 12 33  88.9
2004  63 13 33  88.9
2004  63 14 33  88.9
2004  63 15 27  88.9
2004  63 16 27  88.9
2004  63 17 27  88.9
2004  63 18 27  88.9
2004  63 19 27  88.9
2004  63 20 27  88.9
2004  63 21 13  88.9
2004  63 22 13  88.9
2004  63 23 13  88.9
2004  64  0 13  95.9
2004  64  1 13  95.9
2004  64  2 13  95.9
2004  64  3 17  95.9
2004  64  4 17  95.9
2004  64  5 17  95.9
2004  64  6 20  95.9
2004  64  7 20  95.9
2004  64  8 20  95.9
2004  64  9 20  95.9
2004  64 10 20  95.9
2004  64 11 20  95.9
2004  64 12 10  95.9
2004  64 13 10  95.9
2004  64 14 10  95.9
2004  64 15 20  95.9
2004  64 16 20  95.9
2004  64 17 20  95.9
2004  64 18 20  95.9
2004  64 19 20  95.9
2004  64 20 20  95.9
2004  64 21 10  95.9
2004  64 22 10  95.9
2004  64 23 10  95.9
2004  65  0 20 105.0
2004  65  1 20 105.0
2004  65  2 20 105.0
2004  65  3 20 105.0
2004  65  4 20 105.0
2004  65  5 20 105.0
2004  65  6 17 105.0
2004  65  7 17 105.0
2004  65  8 17 105.0
2004  65  9 17 105.0
2004  65 10 17 105.0
2004  65 11 17 105.0
2004  65 12  7 105.0
2004  65 13  7 105.0
2004  65 14  7 105.0
2004  65 15  7 105.0
2004  65 16  7 105.0
2004  65 17  7 105.0
2004  65 18  3 105.0
2004  65 19  3 105.0
2004  65 20  3 105.0
2004  65 21 17 105.0
2004  65 22 17 105.0
2004  65 23 17 105.0
2004  66  0 13 102.9
2004  66  1 13 102.9
2004  66  2 13 102.9
2004  66  3 20 102.9
2004  66  4 20 102.9
2004  66  5 20 102.9
2004  66  6 10 102.9
2004  66  7 10 102.9
2004  66  8 10 102.9
2004  66  9  7 102.9
2004  66 10  7 102.9
2004  66 11  7 102.9
2004  66 12  3 102.9
