Year  DOY  Hour  Kp  F10.7
2010 244  0  0  77.7
2010 244  1  0  77.7
2010 244  2  0  77.7
2010 244  3 10  77.7
2010 244  4 10  77.7
2010 244  5 10  77.7
2010 244  6  3  77.7
2010 244  7  3  77.7
2010 244  8  3  77.7
2010 244  9  3  77.7
2010 244 10  3  77.7
2010 244 11  3  77.7
2010 244 12  7  77.7
2010 244 13  7  77.7
2010 244 14  7  77.7
2010 244 15 13  77.7
2010 244 16 13  77.7
2010 244 17 13  77.7
2010 244 18 23  77.7
2010 244 19 23  77.7
2010 244 20 23  77.7
2010 244 21 23  77.7
2010 244 22 23  77.7
2010 244 23 23  77.7
2010 245  0 20  78.4
2010 245  1 20  78.4
2010 245  2 20  78.4
2010 245  3 17  78.4
2010 245  4 17  78.4
2010 245  5 17  78.4
2010 245  6 20  78.4
2010 245  7 20  78.4
2010 245  8 20  78.4
2010 245  9 20  78.4
2010 245 10 20  78.4
2010 245 11 20  78.4
2010 245 12 10  78.4
2010 245 13 10  78.4
2010 245 14 10  78.4
2010 245 15 23  78.4
2010 245 16 23  78.4
2010 245 17 23  78.4
2010 245 18 10  78.4
2010 245 19 10  78.4
2010 245 20 10  78.4
2010 245 21  7  78.4
2010 245 22  7  78.4
2010 245 23  7  78.4
2010 246  0 13  78.5
2010 246  1 13  78.5
2010 246  2 13  78.5
2010 246  3  3  78.5
2010 246  4  3  78.5
2010 246  5  3  78.5
2010 246  6  0  78.5
2010 246  7  0  78.5
2010 246  8  0  78.5
2010 246  9  7  78.5
2010 246 10  7  78.5
2010 246 11  7  78.5
2010 246 12  3  78.5
2010 246 13  3  78.5
2010 246 14  3  78.5
2010 246 15  0  78.5
2010 246 16  0  78.5
2010 246 17  0  78.5
2010 246 18  7  78.5
2010 246 19  7  78.5
2010 246 20  7  78.5
2010 246 21  0  78.5
2010 246 22  0  78.5
2010 246 23  0  78.5
2010 247  0  0  83.6
2010 247  1  0  83.6
2010 247  2  0  83.6
2010 247  3  3  83.6
2010 247  4  3  83.6
2010 247  5  3  83.6
2010 247  6  0  83.6
2010 247  7  0  83.6
2010 247  8  0  83.6
2010 247  9  0  83.6
2010 247 10  0  83.6
2010 247 11  0  83.6
2010 247 12  3  83.6
2010 247 13  3  83.6
2010 247 14  3  83.6
2010 247 15  3  83.6
2010 247 16  3  83.6
2010 247 17  3  83.6
2010 247 18  3  83.6
2010 247 19  3  83.6
2010 247 20  3  83.6
2010 247 21 10  83.6
2010 247 22 10  83.6
2010 247 23 10  83.6
2010 248  0  0  83.5
2010 248  1  0  83.5
2010 248  2  0  83.5
2010 248  3  3  83.5
2010 248  4  3  83.5
2010 248  5  3  83.5
2010 248  6  3  83.5
2010 248  7  3  83.5
2010 248  8  3  83.5
2010 248  9  7  83.5
2010 248 10  7  83.5
2010 248 11  7  83.5
2010 248 12  0  83.5
2010 248 13  0  83.5
2010 248 14  0  83.5
2010 248 15  7  83.5
2010 248 16  7  83.5
2010 248 17  7  83.5
2010 248 18 10  83.5
2010 248 19 10  83.5
2010 248 20 10  83.5
2010 248 21 30  83.5
2010 248 22 30  83.5
2010 248 23 30  83.5
2010 249  0 27  81.0
2010 249  1 27  81.0
2010 249  2 27  81.0
2010 249  3 30  81.0
2010 249  4 30  81.0
2010 249  5 30  81.0
2010 249  6 17  81.0
2010 249  7 17  81.0
2010 249  8 17  81.0
2010 249  9 13  81.0
2010 249 10 13  81.0
2010 249 11 13  81.0
2010 249 12 13  81.0
2010 249 13 13  81.0
2010 249 14 13  81.0
2010 249 15 17  81.0
2010 249 16 17  81.0
2010 249 17 17  81.0
2010 249 18 17  81.0
2010 249 19 17  81.0
2010 249 20 17  81.0
2010 249 21 23  81.0
2010 249 22 23  81.0
2010 249 23 23  81.0
2010 250  0 27  77.3
2010 250  1 27  77.3
2010 250  2 27  77.3
2010 250  3 30  77.3
2010 250  4 30  77.3
2010 250  5 30  77.3
2010 250  6 10  77.3
2010 250  7 10  77.3
2010 250  8 10  77.3
2010 250  9 27  77.3
2010 250 10 27  77.3
2010 250 11 27  77.3
2010 250 12 27  77.3
2010 250 13 27  77.3
2010 250 14 27  77.3
2010 250 15 27  77.3
2010 250 16 27  77.3
2010 250 17 27  77.3
2010 250 18 20  77.3
2010 250 19 20  77.3
2010 250 20 20  77.3
2010 250 21 23  77.3
2010 250 22 23  77.3
2010 250 23 23  77.3
2010 251  0 23  75.6
2010 251  1 23  75.6
2010 251  2 23  75.6
2010 251  3 23  75.6
2010 251  4 23  75.6
2010 251  5 23  75.6
2010 251  6 10  75.6
2010 251  7 10  75.6
2010 251  8 10  75.6
2010 251  9 17  75.6
2010 251 10 17  75.6
2010 251 11 17  75.6
2010 251 12 37  75.6
2010 251 13 37  75.6
2010 251 14 37  75.6
2010 251 15 37  75.6
2010 251 16 37  75.6
2010 251 17 37  75.6
2010 251 18 23  75.6
2010 251 19 23  75.6
2010 251 20 23  75.6
2010 251 21 20  75.6
2010 251 22 20  75.6
2010 251 23 20  75.6
2010 252  0 10  74.7
