Year  DOY  Hour  Kp  F10.7
2009 149  0  7  70.1
2009 149  1  7  70.1
2009 149  2  7  70.1
2009 149  3 13  70.1
2009 149  4 13  70.1
2009 149  5 13  70.1
2009 149  6  7  70.1
2009 149  7  7  70.1
2009 149  8  7  70.1
2009 149  9 13  70.1
2009 149 10 13  70.1
2009 149 11 13  70.1
2009 149 12 13  70.1
2009 149 13 13  70.1
2009 149 14 13  70.1
2009 149 15 13  70.1
2009 149 16 13  70.1
2009 149 17 13  70.1
2009 149 18 13  70.1
2009 149 19 13  70.1
2009 149 20 13  70.1
2009 149 21 10  70.1
2009 149 22 10  70.1
2009 149 23 10  70.1
2009 150  0 10  70.4
2009 150  1 10  70.4
2009 150  2 10  70.4
2009 150  3 17  70.4
2009 150  4 17  70.4
2009 150  5 17  70.4
2009 150  6  3  70.4
2009 150  7  3  70.4
2009 150  8  3  70.4
2009 150  9  3  70.4
2009 150 10  3  70.4
2009 150 11  3  70.4
2009 150 12  3  70.4
2009 150 13  3  70.4
2009 150 14  3  70.4
2009 150 15  3  70.4
2009 150 16  3  70.4
2009 150 17  3  70.4
2009 150 18 10  70.4
2009 150 19 10  70.4
2009 150 20 10  70.4
2009 150 21  3  70.4
2009 150 22  3  70.4
2009 150 23  3  70.4
2009 151  0  3  70.4
2009 151  1  3  70.4
2009 151  2  3  70.4
2009 151  3  3  70.4
2009 151  4  3  70.4
2009 151  5  3  70.4
2009 151  6 17  70.4
2009 151  7 17  70.4
2009 151  8 17  70.4
2009 151  9  3  70.4
2009 151 10  3  70.4
2009 151 11  3  70.4
2009 151 12  3  70.4
2009 151 13  3  70.4
2009 151 14  3  70.4
2009 151 15 10  70.4
2009 151 16 10  70.4
2009 151 17 10  70.4
2009 151 18 13  70.4
2009 151 19 13  70.4
2009 151 20 13  70.4
2009 151 21  7  70.4
2009 151 22  7  70.4
2009 151 23  7  70.4
2009 152  0  3  74.6
2009 152  1  3  74.6
2009 152  2  3  74.6
2009 152  3  7  74.6
2009 152  4  7  74.6
2009 152  5  7  74.6
2009 152  6  7  74.6
2009 152  7  7  74.6
2009 152  8  7  74.6
2009 152  9  0  74.6
2009 152 10  0  74.6
2009 152 11  0  74.6
2009 152 12  3  74.6
2009 152 13  3  74.6
2009 152 14  3  74.6
2009 152 15  3  74.6
2009 152 16  3  74.6
2009 152 17  3  74.6
2009 152 18  3  74.6
2009 152 19  3  74.6
2009 152 20  3  74.6
2009 152 21  3  74.6
2009 152 22  3  74.6
2009 152 23  3  74.6
2009 153  0  3  74.0
2009 153  1  3  74.0
2009 153  2  3  74.0
2009 153  3  3  74.0
2009 153  4  3  74.0
2009 153  5  3  74.0
2009 153  6  0  74.0
2009 153  7  0  74.0
2009 153  8  0  74.0
2009 153  9  7  74.0
2009 153 10  7  74.0
2009 153 11  7  74.0
2009 153 12  7  74.0
2009 153 13  7  74.0
2009 153 14  7  74.0
2009 153 15  7  74.0
2009 153 16  7  74.0
2009 153 17  7  74.0
2009 153 18  3  74.0
2009 153 19  3  74.0
2009 153 20  3  74.0
2009 153 21 10  74.0
2009 153 22 10  74.0
2009 153 23 10  74.0
2009 154  0 10  74.6
2009 154  1 10  74.6
2009 154  2 10  74.6
2009 154  3  3  74.6
2009 154  4  3  74.6
2009 154  5  3  74.6
2009 154  6  0  74.6
2009 154  7  0  74.6
2009 154  8  0  74.6
2009 154  9  7  74.6
2009 154 10  7  74.6
2009 154 11  7  74.6
2009 154 12  7  74.6
2009 154 13  7  74.6
2009 154 14  7  74.6
2009 154 15 23  74.6
2009 154 16 23  74.6
2009 154 17 23  74.6
2009 154 18 23  74.6
2009 154 19 23  74.6
2009 154 20 23  74.6
2009 154 21 13  74.6
2009 154 22 13  74.6
2009 154 23 13  74.6
2009 155  0  7  73.1
2009 155  1  7  73.1
2009 155  2  7  73.1
2009 155  3 23  73.1
2009 155  4 23  73.1
2009 155  5 23  73.1
2009 155  6 13  73.1
2009 155  7 13  73.1
2009 155  8 13  73.1
2009 155  9 10  73.1
2009 155 10 10  73.1
2009 155 11 10  73.1
2009 155 12 10  73.1
2009 155 13 10  73.1
2009 155 14 10  73.1
2009 155 15  7  73.1
2009 155 16  7  73.1
2009 155 17  7  73.1
2009 155 18  7  73.1
2009 155 19  7  73.1
2009 155 20  7  73.1
2009 155 21 17  73.1
2009 155 22 17  73.1
2009 155 23 17  73.1
2009 156  0  7  72.2
2009 156  1  7  72.2
2009 156  2  7  72.2
2009 156  3 10  72.2
2009 156  4 10  72.2
2009 156  5 10  72.2
2009 156  6 17  72.2
2009 156  7 17  72.2
2009 156  8 17  72.2
2009 156  9 17  72.2
2009 156 10 17  72.2
2009 156 11 17  72.2
2009 156 12 10  72.2
2009 156 13 10  72.2
2009 156 14 10  72.2
2009 156 15 17  72.2
2009 156 16 17  72.2
2009 156 17 17  72.2
2009 156 18  7  72.2
2009 156 19  7  72.2
2009 156 20  7  72.2
2009 156 21 10  72.2
2009 156 22 10  72.2
2009 156 23 10  72.2
2009 157  0  7  71.1
2009 157  1  7  71.1
2009 157  2  7  71.1
2009 157  3 10  71.1
2009 157  4 10  71.1
2009 157  5 10  71.1
2009 157  6 10  71.1
2009 157  7 10  71.1
2009 157  8 10  71.1
2009 157  9  3  71.1
2009 157 10  3  71.1
2009 157 11  3  71.1
2009 157 12 10  71.1
2009 157 13 10  71.1
2009 157 14 10  71.1
2009 157 15  7  71.1
2009 157 16  7  71.1
2009 157 17  7  71.1
2009 157 18  7  71.1
2009 157 19  7  71.1
2009 157 20  7  71.1
2009 157 21  7  71.1
2009 157 22  7  71.1
2009 157 23  7  71.1
2009 158  0  3  71.0
2009 158  1  3  71.0
2009 158  2  3  71.0
2009 158  3  3  71.0
2009 158  4  3  71.0
2009 158  5  3  71.0
2009 158  6  7  71.0
2009 158  7  7  71.0
2009 158  8  7  71.0
2009 158  9 13  71.0
2009 158 10 13  71.0
2009 158 11 13  71.0
2009 158 12 13  71.0
2009 158 13 13  71.0
2009 158 14 13  71.0
2009 158 15 23  71.0
2009 158 16 23  71.0
2009 158 17 23  71.0
2009 158 18 13  71.0
2009 158 19 13  71.0
2009 158 20 13  71.0
2009 158 21 13  71.0
2009 158 22 13  71.0
2009 158 23 13  71.0
2009 159  0 10  71.1
2009 159  1 10  71.1
2009 159  2 10  71.1
2009 159  3  7  71.1
2009 159  4  7  71.1
2009 159  5  7  71.1
2009 159  6  7  71.1
2009 159  7  7  71.1
2009 159  8  7  71.1
2009 159  9  7  71.1
2009 159 10  7  71.1
2009 159 11  7  71.1
2009 159 12  3  71.1
2009 159 13  3  71.1
2009 159 14  3  71.1
2009 159 15  7  71.1
2009 159 16  7  71.1
2009 159 17  7  71.1
2009 159 18  7  71.1
2009 159 19  7  71.1
2009 159 20  7  71.1
2009 159 21  3  71.1
2009 159 22  3  71.1
2009 159 23  3  71.1
2009 160  0  0  71.2
2009 160  1  0  71.2
2009 160  2  0  71.2
2009 160  3  0  71.2
2009 160  4  0  71.2
2009 160  5  0  71.2
2009 160  6  0  71.2
2009 160  7  0  71.2
2009 160  8  0  71.2
2009 160  9  7  71.2
2009 160 10  7  71.2
2009 160 11  7  71.2
2009 160 12  7  71.2
2009 160 13  7  71.2
2009 160 14  7  71.2
2009 160 15  7  71.2
2009 160 16  7  71.2
2009 160 17  7  71.2
2009 160 18  3  71.2
2009 160 19  3  71.2
2009 160 20  3  71.2
2009 160 21  7  71.2
2009 160 22  7  71.2
2009 160 23  7  71.2
2009 161  0  7  71.3
2009 161  1  7  71.3
2009 161  2  7  71.3
2009 161  3 13  71.3
2009 161  4 13  71.3
2009 161  5 13  71.3
2009 161  6 17  71.3
2009 161  7 17  71.3
2009 161  8 17  71.3
2009 161  9  7  71.3
2009 161 10  7  71.3
2009 161 11  7  71.3
2009 161 12  7  71.3
2009 161 13  7  71.3
2009 161 14  7  71.3
2009 161 15  7  71.3
2009 161 16  7  71.3
2009 161 17  7  71.3
2009 161 18  3  71.3
2009 161 19  3  71.3
2009 161 20  3  71.3
2009 161 21  0  71.3
2009 161 22  0  71.3
2009 161 23  0  71.3
2009 162  0  7  71.4
2009 162  1  7  71.4
2009 162  2  7  71.4
2009 162  3  7  71.4
2009 162  4  7  71.4
2009 162  5  7  71.4
2009 162  6  3  71.4
2009 162  7  3  71.4
2009 162  8  3  71.4
2009 162  9 10  71.4
2009 162 10 10  71.4
2009 162 11 10  71.4
2009 162 12  3  71.4
2009 162 13  3  71.4
2009 162 14  3  71.4
2009 162 15  3  71.4
