Year  DOY  Hour  Kp  F10.7
2017 334  0 23  69.8
2017 334  1 23  69.8
2017 334  2 23  69.8
2017 334  3 40  69.8
2017 334  4 40  69.8
2017 334  5 40  69.8
2017 334  6 10  69.8
2017 334  7 10  69.8
2017 334  8 10  69.8
2017 334  9 13  69.8
2017 334 10 13  69.8
2017 334 11 13  69.8
2017 334 12 23  69.8
2017 334 13 23  69.8
2017 334 14 23  69.8
2017 334 15 30  69.8
2017 334 16 30  69.8
2017 334 17 30  69.8
2017 334 18 13  69.8
2017 334 19 13  69.8
2017 334 20 13  69.8
2017 334 21 23  69.8
2017 334 22 23  69.8
2017 334 23 23  69.8
2017 335  0 13  68.3
2017 335  1 13  68.3
2017 335  2 13  68.3
2017 335  3 27  68.3
2017 335  4 27  68.3
2017 335  5 27  68.3
2017 335  6 13  68.3
2017 335  7 13  68.3
2017 335  8 13  68.3
2017 335  9 10  68.3
2017 335 10 10  68.3
2017 335 11 10  68.3
2017 335 12 13  68.3
2017 335 13 13  68.3
2017 335 14 13  68.3
2017 335 15 27  68.3
2017 335 16 27  68.3
2017 335 17 27  68.3
2017 335 18 23  68.3
2017 335 19 23  68.3
2017 335 20 23  68.3
2017 335 21  7  68.3
2017 335 22  7  68.3
2017 335 23  7  68.3
2017 336  0  7  69.5
2017 336  1  7  69.5
2017 336  2  7  69.5
2017 336  3  0  69.5
2017 336  4  0  69.5
2017 336  5  0  69.5
2017 336  6  3  69.5
2017 336  7  3  69.5
2017 336  8  3  69.5
2017 336  9  0  69.5
2017 336 10  0  69.5
2017 336 11  0  69.5
2017 336 12  3  69.5
2017 336 13  3  69.5
2017 336 14  3  69.5
2017 336 15 23  69.5
2017 336 16 23  69.5
2017 336 17 23  69.5
2017 336 18  3  69.5
2017 336 19  3  69.5
2017 336 20  3  69.5
2017 336 21  7  69.5
2017 336 22  7  69.5
2017 336 23  7  69.5
2017 337  0  0  67.0
2017 337  1  0  67.0
2017 337  2  0  67.0
2017 337  3  0  67.0
2017 337  4  0  67.0
2017 337  5  0  67.0
2017 337  6  0  67.0
2017 337  7  0  67.0
2017 337  8  0  67.0
2017 337  9  3  67.0
2017 337 10  3  67.0
2017 337 11  3  67.0
2017 337 12  3  67.0
2017 337 13  3  67.0
2017 337 14  3  67.0
2017 337 15  0  67.0
2017 337 16  0  67.0
2017 337 17  0  67.0
2017 337 18  0  67.0
2017 337 19  0  67.0
2017 337 20  0  67.0
2017 337 21  7  67.0
2017 337 22  7  67.0
2017 337 23  7  67.0
2017 338  0  0  66.4
2017 338  1  0  66.4
2017 338  2  0  66.4
2017 338  3  0  66.4
2017 338  4  0  66.4
2017 338  5  0  66.4
2017 338  6 17  66.4
2017 338  7 17  66.4
2017 338  8 17  66.4
2017 338  9 10  66.4
2017 338 10 10  66.4
2017 338 11 10  66.4
2017 338 12 23  66.4
2017 338 13 23  66.4
2017 338 14 23  66.4
2017 338 15 30  66.4
2017 338 16 30  66.4
2017 338 17 30  66.4
2017 338 18 33  66.4
2017 338 19 33  66.4
2017 338 20 33  66.4
2017 338 21 40  66.4
2017 338 22 40  66.4
2017 338 23 40  66.4
2017 339  0 33  66.0
2017 339  1 33  66.0
2017 339  2 33  66.0
2017 339  3 30  66.0
2017 339  4 30  66.0
2017 339  5 30  66.0
2017 339  6 40  66.0
2017 339  7 40  66.0
2017 339  8 40  66.0
2017 339  9 47  66.0
2017 339 10 47  66.0
2017 339 11 47  66.0
2017 339 12 50  66.0
2017 339 13 50  66.0
2017 339 14 50  66.0
2017 339 15 43  66.0
2017 339 16 43  66.0
2017 339 17 43  66.0
2017 339 18 37  66.0
2017 339 19 37  66.0
2017 339 20 37  66.0
2017 339 21 37  66.0
2017 339 22 37  66.0
2017 339 23 37  66.0
2017 340  0 33  66.3
2017 340  1 33  66.3
2017 340  2 33  66.3
2017 340  3 40  66.3
2017 340  4 40  66.3
2017 340  5 40  66.3
2017 340  6 33  66.3
2017 340  7 33  66.3
2017 340  8 33  66.3
2017 340  9 17  66.3
2017 340 10 17  66.3
2017 340 11 17  66.3
2017 340 12 30  66.3
2017 340 13 30  66.3
2017 340 14 30  66.3
2017 340 15 27  66.3
2017 340 16 27  66.3
2017 340 17 27  66.3
2017 340 18 30  66.3
2017 340 19 30  66.3
2017 340 20 30  66.3
2017 340 21 23  66.3
2017 340 22 23  66.3
2017 340 23 23  66.3
2017 341  0 20  65.9
2017 341  1 20  65.9
2017 341  2 20  65.9
2017 341  3 20  65.9
2017 341  4 20  65.9
2017 341  5 20  65.9
2017 341  6 23  65.9
2017 341  7 23  65.9
2017 341  8 23  65.9
2017 341  9 10  65.9
2017 341 10 10  65.9
2017 341 11 10  65.9
2017 341 12 33  65.9
2017 341 13 33  65.9
2017 341 14 33  65.9
2017 341 15 30  65.9
2017 341 16 30  65.9
2017 341 17 30  65.9
2017 341 18 23  65.9
2017 341 19 23  65.9
2017 341 20 23  65.9
2017 341 21 23  65.9
2017 341 22 23  65.9
2017 341 23 23  65.9
2017 342  0 13  67.8
2017 342  1 13  67.8
2017 342  2 13  67.8
2017 342  3 13  67.8
2017 342  4 13  67.8
2017 342  5 13  67.8
2017 342  6 20  67.8
2017 342  7 20  67.8
2017 342  8 20  67.8
2017 342  9 13  67.8
2017 342 10 13  67.8
2017 342 11 13  67.8
2017 342 12 17  67.8
2017 342 13 17  67.8
2017 342 14 17  67.8
2017 342 15  7  67.8
2017 342 16  7  67.8
2017 342 17  7  67.8
2017 342 18 10  67.8
2017 342 19 10  67.8
2017 342 20 10  67.8
2017 342 21  7  67.8
2017 342 22  7  67.8
2017 342 23  7  67.8
2017 343  0  7  69.0
2017 343  1  7  69.0
2017 343  2  7  69.0
2017 343  3  0  69.0
