Year  DOY  Hour  Kp  F10.7
2019 150  0 30  70.6
2019 150  1 30  70.6
2019 150  2 30  70.6
2019 150  3 20  70.6
2019 150  4 20  70.6
2019 150  5 20  70.6
2019 150  6 13  70.6
2019 150  7 13  70.6
2019 150  8 13  70.6
2019 150  9 17  70.6
2019 150 10 17  70.6
2019 150 11 17  70.6
2019 150 12 13  70.6
2019 150 13 13  70.6
2019 150 14 13  70.6
2019 150 15 13  70.6
2019 150 16 13  70.6
2019 150 17 13  70.6
2019 150 18 23  70.6
2019 150 19 23  70.6
2019 150 20 23  70.6
2019 150 21 20  70.6
2019 150 22 20  70.6
2019 150 23 20  70.6
2019 151  0 17  70.6
2019 151  1 17  70.6
2019 151  2 17  70.6
2019 151  3 13  70.6
2019 151  4 13  70.6
2019 151  5 13  70.6
2019 151  6 13  70.6
2019 151  7 13  70.6
2019 151  8 13  70.6
2019 151  9  7  70.6
2019 151 10  7  70.6
2019 151 11  7  70.6
2019 151 12  3  70.6
2019 151 13  3  70.6
2019 151 14  3  70.6
2019 151 15  3  70.6
2019 151 16  3  70.6
2019 151 17  3  70.6
2019 151 18  7  70.6
2019 151 19  7  70.6
2019 151 20  7  70.6
2019 151 21  3  70.6
2019 151 22  3  70.6
2019 151 23  3  70.6
2019 152  0  7  71.7
2019 152  1  7  71.7
2019 152  2  7  71.7
2019 152  3  3  71.7
2019 152  4  3  71.7
2019 152  5  3  71.7
2019 152  6  7  71.7
2019 152  7  7  71.7
2019 152  8  7  71.7
2019 152  9  7  71.7
2019 152 10  7  71.7
2019 152 11  7  71.7
2019 152 12  3  71.7
2019 152 13  3  71.7
2019 152 14  3  71.7
2019 152 15  3  71.7
2019 152 16  3  71.7
2019 152 17  3  71.7
2019 152 18 10  71.7
2019 152 19 10  71.7
2019 152 20 10  71.7
2019 152 21  7  71.7
2019 152 22  7  71.7
2019 152 23  7  71.7
2019 153  0 20  71.9
2019 153  1 20  71.9
2019 153  2 20  71.9
2019 153  3  3  71.9
2019 153  4  3  71.9
2019 153  5  3  71.9
2019 153  6  3  71.9
2019 153  7  3  71.9
2019 153  8  3  71.9
2019 153  9  3  71.9
2019 153 10  3  71.9
2019 153 11  3  71.9
2019 153 12  3  71.9
2019 153 13  3  71.9
2019 153 14  3  71.9
2019 153 15  3  71.9
2019 153 16  3  71.9
2019 153 17  3  71.9
2019 153 18  3  71.9
2019 153 19  3  71.9
2019 153 20  3  71.9
2019 153 21 10  71.9
2019 153 22 10  71.9
2019 153 23 10  71.9
2019 154  0  3  71.8
2019 154  1  3  71.8
2019 154  2  3  71.8
2019 154  3  0  71.8
2019 154  4  0  71.8
2019 154  5  0  71.8
2019 154  6  3  71.8
2019 154  7  3  71.8
2019 154  8  3  71.8
2019 154  9 13  71.8
2019 154 10 13  71.8
2019 154 11 13  71.8
2019 154 12 13  71.8
2019 154 13 13  71.8
2019 154 14 13  71.8
2019 154 15 13  71.8
2019 154 16 13  71.8
2019 154 17 13  71.8
2019 154 18  7  71.8
2019 154 19  7  71.8
2019 154 20  7  71.8
2019 154 21  7  71.8
2019 154 22  7  71.8
2019 154 23  7  71.8
2019 155  0 13  72.1
2019 155  1 13  72.1
2019 155  2 13  72.1
2019 155  3 13  72.1
2019 155  4 13  72.1
2019 155  5 13  72.1
2019 155  6 13  72.1
2019 155  7 13  72.1
2019 155  8 13  72.1
2019 155  9 10  72.1
2019 155 10 10  72.1
2019 155 11 10  72.1
2019 155 12 17  72.1
2019 155 13 17  72.1
2019 155 14 17  72.1
2019 155 15 23  72.1
2019 155 16 23  72.1
2019 155 17 23  72.1
2019 155 18 23  72.1
2019 155 19 23  72.1
2019 155 20 23  72.1
2019 155 21 20  72.1
2019 155 22 20  72.1
2019 155 23 20  72.1
2019 156  0 23  71.8
2019 156  1 23  71.8
2019 156  2 23  71.8
2019 156  3  7  71.8
2019 156  4  7  71.8
2019 156  5  7  71.8
2019 156  6  7  71.8
2019 156  7  7  71.8
2019 156  8  7  71.8
2019 156  9  3  71.8
2019 156 10  3  71.8
2019 156 11  3  71.8
2019 156 12  3  71.8
2019 156 13  3  71.8
2019 156 14  3  71.8
2019 156 15  7  71.8
2019 156 16  7  71.8
2019 156 17  7  71.8
2019 156 18 10  71.8
2019 156 19 10  71.8
2019 156 20 10  71.8
2019 156 21  7  71.8
2019 156 22  7  71.8
2019 156 23  7  71.8
2019 157  0  7  70.9
2019 157  1  7  70.9
2019 157  2  7  70.9
2019 157  3  7  70.9
2019 157  4  7  70.9
2019 157  5  7  70.9
2019 157  6  7  70.9
2019 157  7  7  70.9
2019 157  8  7  70.9
2019 157  9  3  70.9
2019 157 10  3  70.9
2019 157 11  3  70.9
2019 157 12  3  70.9
2019 157 13  3  70.9
2019 157 14  3  70.9
2019 157 15  0  70.9
2019 157 16  0  70.9
2019 157 17  0  70.9
2019 157 18  3  70.9
2019 157 19  3  70.9
2019 157 20  3  70.9
2019 157 21  0  70.9
2019 157 22  0  70.9
2019 157 23  0  70.9
2019 158  0  3  71.0
2019 158  1  3  71.0
2019 158  2  3  71.0
2019 158  3  3  71.0
2019 158  4  3  71.0
2019 158  5  3  71.0
2019 158  6 10  71.0
2019 158  7 10  71.0
2019 158  8 10  71.0
2019 158  9  7  71.0
2019 158 10  7  71.0
2019 158 11  7  71.0
2019 158 12 13  71.0
2019 158 13 13  71.0
2019 158 14 13  71.0
2019 158 15 13  71.0
2019 158 16 13  71.0
2019 158 17 13  71.0
2019 158 18 10  71.0
2019 158 19 10  71.0
2019 158 20 10  71.0
2019 158 21  7  71.0
2019 158 22  7  71.0
2019 158 23  7  71.0
2019 159  0  7  70.5
2019 159  1  7  70.5
2019 159  2  7  70.5
2019 159  3  7  70.5
2019 159  4  7  70.5
2019 159  5  7  70.5
2019 159  6  7  70.5
2019 159  7  7  70.5
2019 159  8  7  70.5
2019 159  9 17  70.5
2019 159 10 17  70.5
2019 159 11 17  70.5
2019 159 12 33  70.5
2019 159 13 33  70.5
2019 159 14 33  70.5
2019 159 15 50  70.5
2019 159 16 50  70.5
2019 159 17 50  70.5
2019 159 18 53  70.5
2019 159 19 53  70.5
2019 159 20 53  70.5
2019 159 21 37  70.5
2019 159 22 37  70.5
2019 159 23 37  70.5
2019 160  0 30  70.5
2019 160  1 30  70.5
2019 160  2 30  70.5
2019 160  3 17  70.5
2019 160  4 17  70.5
2019 160  5 17  70.5
2019 160  6 13  70.5
2019 160  7 13  70.5
2019 160  8 13  70.5
2019 160  9 10  70.5
2019 160 10 10  70.5
2019 160 11 10  70.5
2019 160 12 10  70.5
2019 160 13 10  70.5
2019 160 14 10  70.5
2019 160 15 10  70.5
2019 160 16 10  70.5
2019 160 17 10  70.5
2019 160 18 10  70.5
2019 160 19 10  70.5
2019 160 20 10  70.5
2019 160 21 13  70.5
2019 160 22 13  70.5
2019 160 23 13  70.5
2019 161  0  3  71.0
2019 161  1  3  71.0
2019 161  2  3  71.0
2019 161  3  3  71.0
2019 161  4  3  71.0
2019 161  5  3  71.0
2019 161  6  0  71.0
2019 161  7  0  71.0
2019 161  8  0  71.0
2019 161  9  3  71.0
2019 161 10  3  71.0
2019 161 11  3  71.0
2019 161 12  7  71.0
2019 161 13  7  71.0
2019 161 14  7  71.0
2019 161 15  7  71.0
2019 161 16  7  71.0
2019 161 17  7  71.0
2019 161 18  7  71.0
2019 161 19  7  71.0
2019 161 20  7  71.0
2019 161 21  7  71.0
2019 161 22  7  71.0
2019 161 23  7  71.0
2019 162  0  7  71.9
2019 162  1  7  71.9
2019 162  2  7  71.9
2019 162  3  7  71.9
2019 162  4  7  71.9
2019 162  5  7  71.9
2019 162  6  3  71.9
2019 162  7  3  71.9
2019 162  8  3  71.9
2019 162  9  3  71.9
2019 162 10  3  71.9
2019 162 11  3  71.9
2019 162 12  3  71.9
2019 162 13  3  71.9
2019 162 14  3  71.9
2019 162 15  3  71.9
2019 162 16  3  71.9
2019 162 17  3  71.9
2019 162 18  3  71.9
2019 162 19  3  71.9
2019 162 20  3  71.9
2019 162 21  3  71.9
2019 162 22  3  71.9
2019 162 23  3  71.9
2019 163  0 10  71.6
2019 163  1 10  71.6
2019 163  2 10  71.6
2019 163  3  7  71.6
2019 163  4  7  71.6
2019 163  5  7  71.6
2019 163  6  7  71.6
2019 163  7  7  71.6
2019 163  8  7  71.6
2019 163  9  3  71.6
2019 163 10  3  71.6
2019 163 11  3  71.6
2019 163 12 13  71.6
2019 163 13 13  71.6
2019 163 14 13  71.6
2019 163 15  7  71.6
2019 163 16  7  71.6
2019 163 17  7  71.6
2019 163 18  3  71.6
2019 163 19  3  71.6
2019 163 20  3  71.6
2019 163 21  3  71.6
2019 163 22  3  71.6
2019 163 23  3  71.6
2019 164  0 13  69.6
2019 164  1 13  69.6
2019 164  2 13  69.6
2019 164  3 17  69.6
2019 164  4 17  69.6
2019 164  5 17  69.6
2019 164  6 20  69.6
2019 164  7 20  69.6
2019 164  8 20  69.6
2019 164  9 13  69.6
2019 164 10 13  69.6
2019 164 11 13  69.6
2019 164 12 23  69.6
2019 164 13 23  69.6
2019 164 14 23  69.6
2019 164 15 17  69.6
2019 164 16 17  69.6
2019 164 17 17  69.6
2019 164 18 17  69.6
