Year  DOY  Hour  Kp  F10.7
2000 245  0 33 160.5
2000 245  1 33 160.5
2000 245  2 33 160.5
2000 245  3 27 160.5
2000 245  4 27 160.5
2000 245  5 27 160.5
2000 245  6 37 160.5
2000 245  7 37 160.5
2000 245  8 37 160.5
2000 245  9 33 160.5
2000 245 10 33 160.5
2000 245 11 33 160.5
2000 245 12 27 160.5
2000 245 13 27 160.5
2000 245 14 27 160.5
2000 245 15 27 160.5
2000 245 16 27 160.5
2000 245 17 27 160.5
2000 245 18 37 160.5
2000 245 19 37 160.5
2000 245 20 37 160.5
2000 245 21 27 160.5
2000 245 22 27 160.5
2000 245 23 27 160.5
2000 246  0 40 156.7
2000 246  1 40 156.7
2000 246  2 40 156.7
2000 246  3 37 156.7
2000 246  4 37 156.7
2000 246  5 37 156.7
2000 246  6 43 156.7
2000 246  7 43 156.7
2000 246  8 43 156.7
2000 246  9 43 156.7
2000 246 10 43 156.7
2000 246 11 43 156.7
2000 246 12 40 156.7
2000 246 13 40 156.7
2000 246 14 40 156.7
2000 246 15 40 156.7
2000 246 16 40 156.7
2000 246 17 40 156.7
2000 246 18 23 156.7
2000 246 19 23 156.7
2000 246 20 23 156.7
2000 246 21 23 156.7
2000 246 22 23 156.7
2000 246 23 23 156.7
2000 247  0  7 156.7
2000 247  1  7 156.7
2000 247  2  7 156.7
2000 247  3 20 156.7
2000 247  4 20 156.7
2000 247  5 20 156.7
2000 247  6  7 156.7
2000 247  7  7 156.7
2000 247  8  7 156.7
2000 247  9  7 156.7
2000 247 10  7 156.7
2000 247 11  7 156.7
2000 247 12 13 156.7
2000 247 13 13 156.7
2000 247 14 13 156.7
2000 247 15 17 156.7
2000 247 16 17 156.7
2000 247 17 17 156.7
2000 247 18 30 156.7
2000 247 19 30 156.7
2000 247 20 30 156.7
2000 247 21 27 156.7
2000 247 22 27 156.7
2000 247 23 27 156.7
2000 248  0 13 173.6
2000 248  1 13 173.6
2000 248  2 13 173.6
2000 248  3 10 173.6
2000 248  4 10 173.6
2000 248  5 10 173.6
2000 248  6 17 173.6
2000 248  7 17 173.6
2000 248  8 17 173.6
2000 248  9 17 173.6
2000 248 10 17 173.6
2000 248 11 17 173.6
2000 248 12 27 173.6
2000 248 13 27 173.6
2000 248 14 27 173.6
2000 248 15 30 173.6
2000 248 16 30 173.6
2000 248 17 30 173.6
2000 248 18 57 173.6
2000 248 19 57 173.6
2000 248 20 57 173.6
2000 248 21 40 173.6
2000 248 22 40 173.6
2000 248 23 40 173.6
2000 249  0 13 183.1
2000 249  1 13 183.1
2000 249  2 13 183.1
2000 249  3 17 183.1
2000 249  4 17 183.1
2000 249  5 17 183.1
2000 249  6 13 183.1
2000 249  7 13 183.1
2000 249  8 13 183.1
2000 249  9 10 183.1
2000 249 10 10 183.1
2000 249 11 10 183.1
2000 249 12 13 183.1
2000 249 13 13 183.1
2000 249 14 13 183.1
2000 249 15 23 183.1
2000 249 16 23 183.1
2000 249 17 23 183.1
2000 249 18 30 183.1
2000 249 19 30 183.1
2000 249 20 30 183.1
2000 249 21 23 183.1
2000 249 22 23 183.1
2000 249 23 23 183.1
2000 250  0 13 181.5
2000 250  1 13 181.5
2000 250  2 13 181.5
2000 250  3  7 181.5
2000 250  4  7 181.5
2000 250  5  7 181.5
2000 250  6 13 181.5
2000 250  7 13 181.5
2000 250  8 13 181.5
2000 250  9  3 181.5
2000 250 10  3 181.5
2000 250 11  3 181.5
2000 250 12 23 181.5
2000 250 13 23 181.5
2000 250 14 23 181.5
2000 250 15 40 181.5
2000 250 16 40 181.5
2000 250 17 40 181.5
2000 250 18 37 181.5
2000 250 19 37 181.5
2000 250 20 37 181.5
2000 250 21 40 181.5
2000 250 22 40 181.5
2000 250 23 40 181.5
2000 251  0 30 175.8
2000 251  1 30 175.8
2000 251  2 30 175.8
2000 251  3 27 175.8
2000 251  4 27 175.8
2000 251  5 27 175.8
2000 251  6 30 175.8
2000 251  7 30 175.8
2000 251  8 30 175.8
2000 251  9 27 175.8
2000 251 10 27 175.8
2000 251 11 27 175.8
2000 251 12 27 175.8
2000 251 13 27 175.8
