Year  DOY  Hour  Kp  F10.7
2013 334  0 13 127.6
2013 334  1 13 127.6
2013 334  2 13 127.6
2013 334  3 10 127.6
2013 334  4 10 127.6
2013 334  5 10 127.6
2013 334  6 13 127.6
2013 334  7 13 127.6
2013 334  8 13 127.6
2013 334  9 20 127.6
2013 334 10 20 127.6
2013 334 11 20 127.6
2013 334 12 20 127.6
2013 334 13 20 127.6
2013 334 14 20 127.6
2013 334 15 20 127.6
2013 334 16 20 127.6
2013 334 17 20 127.6
2013 334 18 27 127.6
2013 334 19 27 127.6
2013 334 20 27 127.6
2013 334 21 37 127.6
2013 334 22 37 127.6
2013 334 23 37 127.6
2013 335  0 37 126.9
2013 335  1 37 126.9
2013 335  2 37 126.9
2013 335  3 33 126.9
2013 335  4 33 126.9
2013 335  5 33 126.9
2013 335  6 27 126.9
2013 335  7 27 126.9
2013 335  8 27 126.9
2013 335  9 13 126.9
2013 335 10 13 126.9
2013 335 11 13 126.9
2013 335 12 27 126.9
2013 335 13 27 126.9
2013 335 14 27 126.9
2013 335 15 10 126.9
2013 335 16 10 126.9
2013 335 17 10 126.9
2013 335 18  0 126.9
2013 335 19  0 126.9
2013 335 20  0 126.9
2013 335 21  7 126.9
2013 335 22  7 126.9
2013 335 23  7 126.9
2013 336  0  3 130.0
2013 336  1  3 130.0
2013 336  2  3 130.0
2013 336  3  0 130.0
2013 336  4  0 130.0
2013 336  5  0 130.0
2013 336  6  0 130.0
2013 336  7  0 130.0
2013 336  8  0 130.0
2013 336  9  0 130.0
2013 336 10  0 130.0
2013 336 11  0 130.0
2013 336 12  3 130.0
2013 336 13  3 130.0
2013 336 14  3 130.0
2013 336 15  3 130.0
2013 336 16  3 130.0
2013 336 17  3 130.0
2013 336 18  0 130.0
2013 336 19  0 130.0
2013 336 20  0 130.0
2013 336 21  0 130.0
2013 336 22  0 130.0
2013 336 23  0 130.0
2013 337  0 13 131.9
2013 337  1 13 131.9
2013 337  2 13 131.9
2013 337  3 20 131.9
2013 337  4 20 131.9
2013 337  5 20 131.9
2013 337  6 13 131.9
2013 337  7 13 131.9
2013 337  8 13 131.9
2013 337  9 20 131.9
2013 337 10 20 131.9
2013 337 11 20 131.9
2013 337 12 23 131.9
2013 337 13 23 131.9
2013 337 14 23 131.9
2013 337 15 20 131.9
2013 337 16 20 131.9
2013 337 17 20 131.9
2013 337 18 27 131.9
2013 337 19 27 131.9
2013 337 20 27 131.9
2013 337 21 17 131.9
2013 337 22 17 131.9
2013 337 23 17 131.9
2013 338  0 23 134.0
2013 338  1 23 134.0
