Year  DOY  Hour  Kp  F10.7
2020  60  0 17  68.8
2020  60  1 17  68.8
2020  60  2 17  68.8
2020  60  3 17  68.8
2020  60  4 17  68.8
2020  60  5 17  68.8
2020  60  6 13  68.8
2020  60  7 13  68.8
2020  60  8 13  68.8
2020  60  9 23  68.8
2020  60 10 23  68.8
2020  60 11 23  68.8
2020  60 12 23  68.8
2020  60 13 23  68.8
2020  60 14 23  68.8
2020  60 15 27  68.8
2020  60 16 27  68.8
2020  60 17 27  68.8
2020  60 18 20  68.8
2020  60 19 20  68.8
2020  60 20 20  68.8
2020  60 21 37  68.8
2020  60 22 37  68.8
2020  60 23 37  68.8
2020  61  0 33  68.1
2020  61  1 33  68.1
2020  61  2 33  68.1
2020  61  3 13  68.1
2020  61  4 13  68.1
2020  61  5 13  68.1
2020  61  6 13  68.1
2020  61  7 13  68.1
2020  61  8 13  68.1
2020  61  9 20  68.1
2020  61 10 20  68.1
2020  61 11 20  68.1
2020  61 12  7  68.1
2020  61 13  7  68.1
2020  61 14  7  68.1
2020  61 15  7  68.1
2020  61 16  7  68.1
2020  61 17  7  68.1
2020  61 18  7  68.1
2020  61 19  7  68.1
2020  61 20  7  68.1
2020  61 21 10  68.1
2020  61 22 10  68.1
2020  61 23 10  68.1
2020  62  0 17  68.1
2020  62  1 17  68.1
2020  62  2 17  68.1
2020  62  3 10  68.1
2020  62  4 10  68.1
2020  62  5 10  68.1
2020  62  6  0  68.1
2020  62  7  0  68.1
2020  62  8  0  68.1
2020  62  9  7  68.1
2020  62 10  7  68.1
2020  62 11  7  68.1
2020  62 12 20  68.1
2020  62 13 20  68.1
2020  62 14 20  68.1
2020  62 15 13  68.1
2020  62 16 13  68.1
2020  62 17 13  68.1
2020  62 18  3  68.1
2020  62 19  3  68.1
2020  62 20  3  68.1
2020  62 21 10  68.1
2020  62 22 10  68.1
2020  62 23 10  68.1
2020  63  0 20  68.8
2020  63  1 20  68.8
2020  63  2 20  68.8
2020  63  3 10  68.8
2020  63  4 10  68.8
2020  63  5 10  68.8
2020  63  6  7  68.8
2020  63  7  7  68.8
2020  63  8  7  68.8
2020  63  9 13  68.8
2020  63 10 13  68.8
2020  63 11 13  68.8
2020  63 12 20  68.8
2020  63 13 20  68.8
2020  63 14 20  68.8
2020  63 15 17  68.8
2020  63 16 17  68.8
2020  63 17 17  68.8
2020  63 18  7  68.8
2020  63 19  7  68.8
2020  63 20  7  68.8
2020  63 21 20  68.8
2020  63 22 20  68.8
2020  63 23 20  68.8
2020  64  0  0  68.7
2020  64  1  0  68.7
2020  64  2  0  68.7
2020  64  3 13  68.7
2020  64  4 13  68.7
2020  64  5 13  68.7
2020  64  6 10  68.7
2020  64  7 10  68.7
2020  64  8 10  68.7
2020  64  9 10  68.7
2020  64 10 10  68.7
2020  64 11 10  68.7
2020  64 12 17  68.7
2020  64 13 17  68.7
2020  64 14 17  68.7
2020  64 15 30  68.7
2020  64 16 30  68.7
2020  64 17 30  68.7
2020  64 18 20  68.7
2020  64 19 20  68.7
2020  64 20 20  68.7
2020  64 21 13  68.7
2020  64 22 13  68.7
2020  64 23 13  68.7
2020  65  0  7  68.3
2020  65  1  7  68.3
2020  65  2  7  68.3
2020  65  3 10  68.3
2020  65  4 10  68.3
2020  65  5 10  68.3
2020  65  6 10  68.3
2020  65  7 10  68.3
2020  65  8 10  68.3
2020  65  9  7  68.3
2020  65 10  7  68.3
2020  65 11  7  68.3
2020  65 12 17  68.3
2020  65 13 17  68.3
2020  65 14 17  68.3
2020  65 15  7  68.3
2020  65 16  7  68.3
2020  65 17  7  68.3
2020  65 18  7  68.3
2020  65 19  7  68.3
2020  65 20  7  68.3
2020  65 21  0  68.3
2020  65 22  0  68.3
2020  65 23  0  68.3
2020  66  0  7  68.9
2020  66  1  7  68.9
2020  66  2  7  68.9
2020  66  3  3  68.9
2020  66  4  3  68.9
2020  66  5  3  68.9
2020  66  6 10  68.9
2020  66  7 10  68.9
2020  66  8 10  68.9
2020  66  9 17  68.9
2020  66 10 17  68.9
2020  66 11 17  68.9
2020  66 12 20  68.9
2020  66 13 20  68.9
2020  66 14 20  68.9
2020  66 15 17  68.9
2020  66 16 17  68.9
