Year  DOY  Hour  Kp  F10.7
2012 245  0 17 148.2
2012 245  1 17 148.2
2012 245  2 17 148.2
2012 245  3 17 148.2
2012 245  4 17 148.2
2012 245  5 17 148.2
2012 245  6 20 148.2
2012 245  7 20 148.2
2012 245  8 20 148.2
2012 245  9 17 148.2
2012 245 10 17 148.2
2012 245 11 17 148.2
2012 245 12 13 148.2
2012 245 13 13 148.2
2012 245 14 13 148.2
2012 245 15 10 148.2
2012 245 16 10 148.2
2012 245 17 10 148.2
2012 245 18  7 148.2
2012 245 19  7 148.2
2012 245 20  7 148.2
2012 245 21 17 148.2
2012 245 22 17 148.2
2012 245 23 17 148.2
2012 246  0 30 144.7
2012 246  1 30 144.7
2012 246  2 30 144.7
2012 246  3 27 144.7
2012 246  4 27 144.7
2012 246  5 27 144.7
2012 246  6 23 144.7
2012 246  7 23 144.7
2012 246  8 23 144.7
2012 246  9 23 144.7
2012 246 10 23 144.7
2012 246 11 23 144.7
2012 246 12 23 144.7
2012 246 13 23 144.7
2012 246 14 23 144.7
2012 246 15 27 144.7
2012 246 16 27 144.7
2012 246 17 27 144.7
2012 246 18 37 144.7
2012 246 19 37 144.7
2012 246 20 37 144.7
2012 246 21 47 144.7
2012 246 22 47 144.7
2012 246 23 47 144.7
2012 247  0 33 144.0
2012 247  1 33 144.0
2012 247  2 33 144.0
2012 247  3 40 144.0
2012 247  4 40 144.0
2012 247  5 40 144.0
2012 247  6 37 144.0
2012 247  7 37 144.0
2012 247  8 37 144.0
2012 247  9 30 144.0
2012 247 10 30 144.0
2012 247 11 30 144.0
2012 247 12 57 144.0
2012 247 13 57 144.0
2012 247 14 57 144.0
2012 247 15 47 144.0
2012 247 16 47 144.0
2012 247 17 47 144.0
2012 247 18 43 144.0
2012 247 19 43 144.0
2012 247 20 43 144.0
2012 247 21 40 144.0
2012 247 22 40 144.0
2012 247 23 40 144.0
2012 248  0 33 139.9
2012 248  1 33 139.9
2012 248  2 33 139.9
2012 248  3 30 139.9
2012 248  4 30 139.9
2012 248  5 30 139.9
2012 248  6 43 139.9
2012 248  7 43 139.9
2012 248  8 43 139.9
2012 248  9 20 139.9
2012 248 10 20 139.9
2012 248 11 20 139.9
2012 248 12 20 139.9
2012 248 13 20 139.9
2012 248 14 20 139.9
2012 248 15 23 139.9
2012 248 16 23 139.9
2012 248 17 23 139.9
2012 248 18 23 139.9
2012 248 19 23 139.9
2012 248 20 23 139.9
2012 248 21 40 139.9
2012 248 22 40 139.9
2012 248 23 40 139.9
2012 249  0 57 134.9
2012 249  1 57 134.9
2012 249  2 57 134.9
2012 249  3 53 134.9
2012 249  4 53 134.9
2012 249  5 53 134.9
2012 249  6 50 134.9
2012 249  7 50 134.9
2012 249  8 50 134.9
2012 249  9 40 134.9
2012 249 10 40 134.9
2012 249 11 40 134.9
2012 249 12 20 134.9
2012 249 13 20 134.9
2012 249 14 20 134.9
2012 249 15 33 134.9
2012 249 16 33 134.9
2012 249 17 33 134.9
2012 249 18 33 134.9
2012 249 19 33 134.9
2012 249 20 33 134.9
2012 249 21 27 134.9
2012 249 22 27 134.9
2012 249 23 27 134.9
2012 250  0 43 130.0
2012 250  1 43 130.0
2012 250  2 43 130.0
2012 250  3 40 130.0
2012 250  4 40 130.0
2012 250  5 40 130.0
2012 250  6  7 130.0
2012 250  7  7 130.0
2012 250  8  7 130.0
2012 250  9  7 130.0
2012 250 10  7 130.0
2012 250 11  7 130.0
2012 250 12  7 130.0
2012 250 13  7 130.0
2012 250 14  7 130.0
2012 250 15 30 130.0
2012 250 16 30 130.0
2012 250 17 30 130.0
2012 250 18 27 130.0
2012 250 19 27 130.0
2012 250 20 27 130.0
2012 250 21 10 130.0
2012 250 22 10 130.0
2012 250 23 10 130.0
2012 251  0 13 135.4
2012 251  1 13 135.4
2012 251  2 13 135.4
2012 251  3 30 135.4
2012 251  4 30 135.4
2012 251  5 30 135.4
2012 251  6 23 135.4
2012 251  7 23 135.4
2012 251  8 23 135.4
2012 251  9 13 135.4
2012 251 10 13 135.4
2012 251 11 13 135.4
2012 251 12 20 135.4
2012 251 13 20 135.4
2012 251 14 20 135.4
2012 251 15 17 135.4
2012 251 16 17 135.4
2012 251 17 17 135.4
2012 251 18 33 135.4
2012 251 19 33 135.4
2012 251 20 33 135.4
2012 251 21 30 135.4
2012 251 22 30 135.4
2012 251 23 30 135.4
2012 252  0 27 130.5
2012 252  1 27 130.5
2012 252  2 27 130.5
2012 252  3 23 130.5
2012 252  4 23 130.5
2012 252  5 23 130.5
2012 252  6 13 130.5
2012 252  7 13 130.5
2012 252  8 13 130.5
2012 252  9 17 130.5
2012 252 10 17 130.5
2012 252 11 17 130.5
2012 252 12 20 130.5
2012 252 13 20 130.5
2012 252 14 20 130.5
2012 252 15 20 130.5
2012 252 16 20 130.5
2012 252 17 20 130.5
2012 252 18 20 130.5
2012 252 19 20 130.5
2012 252 20 20 130.5
2012 252 21 10 130.5
2012 252 22 10 130.5
2012 252 23 10 130.5
2012 253  0 10 124.8
2012 253  1 10 124.8
2012 253  2 10 124.8
2012 253  3 10 124.8
2012 253  4 10 124.8
2012 253  5 10 124.8
2012 253  6 10 124.8
2012 253  7 10 124.8
2012 253  8 10 124.8
2012 253  9 13 124.8
2012 253 10 13 124.8
2012 253 11 13 124.8
2012 253 12  7 124.8
2012 253 13  7 124.8
2012 253 14  7 124.8
2012 253 15  7 124.8
2012 253 16  7 124.8
