Year  DOY  Hour  Kp  F10.7
2019  59  0 43  68.8
2019  59  1 43  68.8
2019  59  2 43  68.8
2019  59  3 33  68.8
2019  59  4 33  68.8
2019  59  5 33  68.8
2019  59  6 20  68.8
2019  59  7 20  68.8
2019  59  8 20  68.8
2019  59  9 33  68.8
2019  59 10 33  68.8
2019  59 11 33  68.8
2019  59 12 43  68.8
2019  59 13 43  68.8
2019  59 14 43  68.8
2019  59 15 37  68.8
2019  59 16 37  68.8
2019  59 17 37  68.8
2019  59 18 47  68.8
2019  59 19 47  68.8
2019  59 20 47  68.8
2019  59 21 30  68.8
2019  59 22 30  68.8
2019  59 23 30  68.8
2019  60  0 43  68.7
2019  60  1 43  68.7
2019  60  2 43  68.7
2019  60  3 40  68.7
2019  60  4 40  68.7
2019  60  5 40  68.7
2019  60  6 30  68.7
2019  60  7 30  68.7
2019  60  8 30  68.7
2019  60  9 37  68.7
2019  60 10 37  68.7
2019  60 11 37  68.7
2019  60 12 27  68.7
2019  60 13 27  68.7
2019  60 14 27  68.7
2019  60 15 37  68.7
2019  60 16 37  68.7
2019  60 17 37  68.7
2019  60 18 40  68.7
2019  60 19 40  68.7
2019  60 20 40  68.7
2019  60 21 40  68.7
2019  60 22 40  68.7
2019  60 23 40  68.7
2019  61  0 40  68.2
2019  61  1 40  68.2
2019  61  2 40  68.2
2019  61  3 33  68.2
2019  61  4 33  68.2
2019  61  5 33  68.2
2019  61  6 30  68.2
2019  61  7 30  68.2
2019  61  8 30  68.2
2019  61  9 20  68.2
2019  61 10 20  68.2
2019  61 11 20  68.2
2019  61 12 20  68.2
2019  61 13 20  68.2
2019  61 14 20  68.2
2019  61 15 30  68.2
2019  61 16 30  68.2
2019  61 17 30  68.2
2019  61 18 20  68.2
2019  61 19 20  68.2
2019  61 20 20  68.2
2019  61 21 17  68.2
2019  61 22 17  68.2
2019  61 23 17  68.2
2019  62  0 23  68.3
2019  62  1 23  68.3
2019  62  2 23  68.3
2019  62  3 27  68.3
2019  62  4 27  68.3
2019  62  5 27  68.3
2019  62  6  7  68.3
2019  62  7  7  68.3
2019  62  8  7  68.3
2019  62  9  7  68.3
2019  62 10  7  68.3
2019  62 11  7  68.3
2019  62 12 13  68.3
2019  62 13 13  68.3
2019  62 14 13  68.3
2019  62 15  7  68.3
2019  62 16  7  68.3
2019  62 17  7  68.3
2019  62 18  7  68.3
2019  62 19  7  68.3
2019  62 20  7  68.3
2019  62 21 20  68.3
2019  62 22 20  68.3
2019  62 23 20  68.3
2019  63  0 13  69.7
2019  63  1 13  69.7
2019  63  2 13  69.7
2019  63  3 23  69.7
2019  63  4 23  69.7
2019  63  5 23  69.7
2019  63  6 13  69.7
2019  63  7 13  69.7
2019  63  8 13  69.7
2019  63  9 20  69.7
2019  63 10 20  69.7
2019  63 11 20  69.7
2019  63 12 20  69.7
2019  63 13 20  69.7
2019  63 14 20  69.7
2019  63 15 10  69.7
2019  63 16 10  69.7
2019  63 17 10  69.7
2019  63 18  3  69.7
2019  63 19  3  69.7
2019  63 20  3  69.7
2019  63 21 20  69.7
