Year  DOY  Hour  Kp  F10.7
2003 334  0 20 148.6
2003 334  1 20 148.6
2003 334  2 20 148.6
2003 334  3 30 148.6
2003 334  4 30 148.6
2003 334  5 30 148.6
2003 334  6 10 148.6
2003 334  7 10 148.6
2003 334  8 10 148.6
2003 334  9 10 148.6
2003 334 10 10 148.6
2003 334 11 10 148.6
2003 334 12 23 148.6
2003 334 13 23 148.6
2003 334 14 23 148.6
2003 334 15 37 148.6
2003 334 16 37 148.6
2003 334 17 37 148.6
2003 334 18 37 148.6
2003 334 19 37 148.6
2003 334 20 37 148.6
2003 334 21 30 148.6
2003 334 22 30 148.6
2003 334 23 30 148.6
2003 335  0 27 139.3
2003 335  1 27 139.3
2003 335  2 27 139.3
2003 335  3 33 139.3
2003 335  4 33 139.3
2003 335  5 33 139.3
2003 335  6 23 139.3
2003 335  7 23 139.3
2003 335  8 23 139.3
2003 335  9 23 139.3
2003 335 10 23 139.3
2003 335 11 23 139.3
2003 335 12 13 139.3
2003 335 13 13 139.3
2003 335 14 13 139.3
2003 335 15 17 139.3
2003 335 16 17 139.3
2003 335 17 17 139.3
2003 335 18 13 139.3
2003 335 19 13 139.3
2003 335 20 13 139.3
2003 335 21 30 139.3
2003 335 22 30 139.3
2003 335 23 30 139.3
2003 336  0 27 135.4
2003 336  1 27 135.4
2003 336  2 27 135.4
2003 336  3 23 135.4
2003 336  4 23 135.4
2003 336  5 23 135.4
2003 336  6 27 135.4
2003 336  7 27 135.4
2003 336  8 27 135.4
2003 336  9 20 135.4
2003 336 10 20 135.4
2003 336 11 20 135.4
2003 336 12 13 135.4
2003 336 13 13 135.4
2003 336 14 13 135.4
2003 336 15  3 135.4
2003 336 16  3 135.4
2003 336 17  3 135.4
2003 336 18  3 135.4
2003 336 19  3 135.4
2003 336 20  3 135.4
2003 336 21 10 135.4
2003 336 22 10 135.4
2003 336 23 10 135.4
2003 337  0  7 120.3
2003 337  1  7 120.3
2003 337  2  7 120.3
2003 337  3  7 120.3
2003 337  4  7 120.3
2003 337  5  7 120.3
2003 337  6 10 120.3
2003 337  7 10 120.3
2003 337  8 10 120.3
2003 337  9  7 120.3
2003 337 10  7 120.3
2003 337 11  7 120.3
2003 337 12  7 120.3
2003 337 13  7 120.3
2003 337 14  7 120.3
2003 337 15 17 120.3
2003 337 16 17 120.3
2003 337 17 17 120.3
2003 337 18  3 120.3
2003 337 19  3 120.3
2003 337 20  3 120.3
2003 337 21 10 120.3
2003 337 22 10 120.3
2003 337 23 10 120.3
2003 338  0 13 112.5
2003 338  1 13 112.5
2003 338  2 13 112.5
2003 338  3  3 112.5
2003 338  4  3 112.5
2003 338  5  3 112.5
2003 338  6  7 112.5
2003 338  7  7 112.5
2003 338  8  7 112.5
2003 338  9  7 112.5
2003 338 10  7 112.5
2003 338 11  7 112.5
2003 338 12 10 112.5
2003 338 13 10 112.5
2003 338 14 10 112.5
2003 338 15 13 112.5
2003 338 16 13 112.5
2003 338 17 13 112.5
2003 338 18 17 112.5
2003 338 19 17 112.5
2003 338 20 17 112.5
2003 338 21 37 112.5
2003 338 22 37 112.5
2003 338 23 37 112.5
2003 339  0 30 108.5
2003 339  1 30 108.5
2003 339  2 30 108.5
2003 339  3 53 108.5
2003 339  4 53 108.5
2003 339  5 53 108.5
2003 339  6 57 108.5
2003 339  7 57 108.5
2003 339  8 57 108.5
2003 339  9 43 108.5
2003 339 10 43 108.5
2003 339 11 43 108.5
2003 339 12 50 108.5
2003 339 13 50 108.5
2003 339 14 50 108.5
2003 339 15 47 108.5
2003 339 16 47 108.5
2003 339 17 47 108.5
2003 339 18 37 108.5
2003 339 19 37 108.5
2003 339 20 37 108.5
2003 339 21 43 108.5
2003 339 22 43 108.5
2003 339 23 43 108.5
2003 340  0 47 105.7
2003 340  1 47 105.7
2003 340  2 47 105.7
2003 340  3 40 105.7
2003 340  4 40 105.7
2003 340  5 40 105.7
2003 340  6 37 105.7
2003 340  7 37 105.7
2003 340  8 37 105.7
2003 340  9 37 105.7
2003 340 10 37 105.7
2003 340 11 37 105.7
2003 340 12 30 105.7
2003 340 13 30 105.7
2003 340 14 30 105.7
2003 340 15 40 105.7
2003 340 16 40 105.7
2003 340 17 40 105.7
2003 340 18 33 105.7
2003 340 19 33 105.7
2003 340 20 33 105.7
2003 340 21 30 105.7
2003 340 22 30 105.7
2003 340 23 30 105.7
2003 341  0 30  89.3
2003 341  1 30  89.3
2003 341  2 30  89.3
2003 341  3 20  89.3
2003 341  4 20  89.3
2003 341  5 20  89.3
2003 341  6 23  89.3
2003 341  7 23  89.3
2003 341  8 23  89.3
2003 341  9 13  89.3
2003 341 10 13  89.3
2003 341 11 13  89.3
2003 341 12 30  89.3
2003 341 13 30  89.3
2003 341 14 30  89.3
2003 341 15 33  89.3
2003 341 16 33  89.3
2003 341 17 33  89.3
2003 341 18 37  89.3
2003 341 19 37  89.3
2003 341 20 37  89.3
2003 341 21 37  89.3
2003 341 22 37  89.3
2003 341 23 37  89.3
2003 342  0 27  90.9
2003 342  1 27  90.9
2003 342  2 27  90.9
2003 342  3 47  90.9
2003 342  4 47  90.9
2003 342  5 47  90.9
2003 342  6 40  90.9
2003 342  7 40  90.9
2003 342  8 40  90.9
2003 342  9 43  90.9
2003 342 10 43  90.9
2003 342 11 43  90.9
2003 342 12 47  90.9
2003 342 13 47  90.9
2003 342 14 47  90.9
2003 342 15 47  90.9
2003 342 16 47  90.9
2003 342 17 47  90.9
2003 342 18 53  90.9
2003 342 19 53  90.9
2003 342 20 53  90.9
2003 342 21 47  90.9
2003 342 22 47  90.9
2003 342 23 47  90.9
2003 343  0 33  89.4
2003 343  1 33  89.4
2003 343  2 33  89.4
2003 343  3 40  89.4
2003 343  4 40  89.4
2003 343  5 40  89.4
2003 343  6 43  89.4
2003 343  7 43  89.4
2003 343  8 43  89.4
2003 343  9 37  89.4
2003 343 10 37  89.4
2003 343 11 37  89.4
2003 343 12 43  89.4
2003 343 13 43  89.4
2003 343 14 43  89.4
2003 343 15 40  89.4
2003 343 16 40  89.4
2003 343 17 40  89.4
2003 343 18 40  89.4
2003 343 19 40  89.4
2003 343 20 40  89.4
2003 343 21 50  89.4
2003 343 22 50  89.4
2003 343 23 50  89.4
2003 344  0 53  86.5
2003 344  1 53  86.5
2003 344  2 53  86.5
2003 344  3 37  86.5
2003 344  4 37  86.5
2003 344  5 37  86.5
2003 344  6 40  86.5
2003 344  7 40  86.5
2003 344  8 40  86.5
2003 344  9 47  86.5
2003 344 10 47  86.5
2003 344 11 47  86.5
2003 344 12 43  86.5
2003 344 13 43  86.5
2003 344 14 43  86.5
2003 344 15 53  86.5
2003 344 16 53  86.5
2003 344 17 53  86.5
2003 344 18 50  86.5
2003 344 19 50  86.5
2003 344 20 50  86.5
2003 344 21 50  86.5
2003 344 22 50  86.5
2003 344 23 50  86.5
2003 345  0 57  83.4
2003 345  1 57  83.4
2003 345  2 57  83.4
2003 345  3 47  83.4
2003 345  4 47  83.4
2003 345  5 47  83.4
2003 345  6 50  83.4
2003 345  7 50  83.4
2003 345  8 50  83.4
2003 345  9 50  83.4
2003 345 10 50  83.4
2003 345 11 50  83.4
2003 345 12 43  83.4
2003 345 13 43  83.4
2003 345 14 43  83.4
2003 345 15 43  83.4
2003 345 16 43  83.4
2003 345 17 43  83.4
2003 345 18 37  83.4
2003 345 19 37  83.4
2003 345 20 37  83.4
2003 345 21 43  83.4
2003 345 22 43  83.4
2003 345 23 43  83.4
2003 346  0 43  84.5
2003 346  1 43  84.5
2003 346  2 43  84.5
2003 346  3 37  84.5
2003 346  4 37  84.5
2003 346  5 37  84.5
2003 346  6 37  84.5
2003 346  7 37  84.5
2003 346  8 37  84.5
2003 346  9 33  84.5
2003 346 10 33  84.5
2003 346 11 33  84.5
2003 346 12 37  84.5
2003 346 13 37  84.5
2003 346 14 37  84.5
2003 346 15 33  84.5
2003 346 16 33  84.5
2003 346 17 33  84.5
2003 346 18 40  84.5
2003 346 19 40  84.5
2003 346 20 40  84.5
2003 346 21 47  84.5
2003 346 22 47  84.5
2003 346 23 47  84.5
2003 347  0 47  85.0
2003 347  1 47  85.0
2003 347  2 47  85.0
2003 347  3 37  85.0
2003 347  4 37  85.0
2003 347  5 37  85.0
2003 347  6 30  85.0
2003 347  7 30  85.0
2003 347  8 30  85.0
2003 347  9 40  85.0
2003 347 10 40  85.0
2003 347 11 40  85.0
2003 347 12 43  85.0
2003 347 13 43  85.0
2003 347 14 43  85.0
2003 347 15 40  85.0
2003 347 16 40  85.0
2003 347 17 40  85.0
2003 347 18 37  85.0
2003 347 19 37  85.0
2003 347 20 37  85.0
2003 347 21 40  85.0
2003 347 22 40  85.0
2003 347 23 40  85.0
2003 348  0 40  89.5
2003 348  1 40  89.5
2003 348  2 40  89.5
2003 348  3 33  89.5
2003 348  4 33  89.5
2003 348  5 33  89.5
2003 348  6 27  89.5
2003 348  7 27  89.5
2003 348  8 27  89.5
2003 348  9 33  89.5
2003 348 10 33  89.5
2003 348 11 33  89.5
2003 348 12 37  89.5
2003 348 13 37  89.5
2003 348 14 37  89.5
2003 348 15 50  89.5
2003 348 16 50  89.5
2003 348 17 50  89.5
2003 348 18 47  89.5
2003 348 19 47  89.5
2003 348 20 47  89.5
2003 348 21 43  89.5
2003 348 22 43  89.5
2003 348 23 43  89.5
2003 349  0 47  97.7
2003 349  1 47  97.7
2003 349  2 47  97.7
2003 349  3 43  97.7
2003 349  4 43  97.7
2003 349  5 43  97.7
2003 349  6 37  97.7
2003 349  7 37  97.7
2003 349  8 37  97.7
2003 349  9 37  97.7
2003 349 10 37  97.7
2003 349 11 37  97.7
2003 349 12 47  97.7
2003 349 13 47  97.7
2003 349 14 47  97.7
2003 349 15 37  97.7
2003 349 16 37  97.7
2003 349 17 37  97.7
2003 349 18 27  97.7
2003 349 19 27  97.7
2003 349 20 27  97.7
2003 349 21 30  97.7
2003 349 22 30  97.7
2003 349 23 30  97.7
2003 350  0 23 103.0
2003 350  1 23 103.0
2003 350  2 23 103.0
