Timestamp,GPS_Position_X,GPS_Position_Y,GPS_Position_Z,LEO_Position_X,LEO_Position_Y,LEO_Position_Z,PRN,Latitude,Longitude,Absolute_STEC,Elevation_Angle,date,LT
63530627604000.0,-12383103.892090078,-11690257.042738715,-20759605.980146535,234572.852466546,-717294.771995154,-6788410.124798019,10,-83.65640299607011,-71.89099518194635,11.235360748642822,42.08600103912056,2013-03-17 04:33:19,23.76254476564802
63530627614000.0,-14378803.048879614,-7265277.922634074,-20986683.0638364,268422.255868836,-784978.087888288,-6779756.83666896,2,-83.02369959448183,-71.12194230666356,11.561468914681363,41.802395271619375,2013-03-17 04:33:29,23.816592735111318
63530627614000.0,-8739379.885208184,-19129172.50926125,-16333551.85478656,268422.255868836,-784978.087888288,-6779756.83666896,4,-83.02369959448183,-71.12194230666356,10.752641909674324,29.875734814729626,2013-03-17 04:33:29,23.816592735111318
63530627614000.0,-12359004.373792324,-11699168.474579914,-20768664.30253812,268422.255868836,-784978.087888288,-6779756.83666896,10,-83.02369959448183,-71.12194230666356,10.457702024678586,42.25329507734486,2013-03-17 04:33:29,23.816592735111318
63530627614000.0,12583993.229013877,-9153806.391060153,-21496626.726560395,268422.255868836,-784978.087888288,-6779756.83666896,23,-83.02369959448183,-71.12194230666356,7.224634732527673,50.068746867784846,2013-03-17 04:33:29,23.816592735111318
63530627614000.0,17219947.458363473,6747991.7127816845,-19406127.745905813,268422.255868836,-784978.087888288,-6779756.83666896,30,-83.02369959448183,-71.12194230666356,12.368850790273145,33.34158666044757,2013-03-17 04:33:29,23.816592735111318
63530627614000.0,9096057.814273665,16602540.372749496,-18330375.225862004,268422.255868836,-784978.087888288,-6779756.83666896,31,-83.02369959448183,-71.12194230666356,15.886856327619538,25.658419109389854,2013-03-17 04:33:29,23.816592735111318
63530627624000.0,9089893.379638283,16625451.837547524,-18312555.763167214,302139.748040925,-852613.447116526,-6770257.81353143,31,-82.38985702046028,-70.48725295941945,15.103370464831762,25.134312385962815,2013-03-17 04:33:39,23.861683136038703
63530627624000.0,12604529.061716178,-9135643.66757604,-21492715.103413444,302139.748040925,-852613.447116526,-6770257.81353143,23,-82.38985702046028,-70.48725295941945,7.18287902050672,50.69798945725545,2013-03-17 04:33:39,23.861683136038703
63530627624000.0,17198888.600334585,6759374.76361073,-19421129.288302284,302139.748040925,-852613.447116526,-6770257.81353143,30,-82.38985702046028,-70.48725295941945,12.214236917192148,33.35326917275144,2013-03-17 04:33:39,23.861683136038703
63530627624000.0,-8733429.131386528,-19148822.93202751,-16313065.893684333,302139.748040925,-852613.447116526,-6770257.81353143,4,-82.38985702046028,-70.48725295941945,10.49289902475472,30.23376169879014,2013-03-17 04:33:39,23.861683136038703
63530627624000.0,-14374064.09711079,-7291966.006977543,-20981238.66283454,302139.748040925,-852613.447116526,-6770257.81353143,2,-82.38985702046028,-70.48725295941945,11.151520155234438,41.668874346623554,2013-03-17 04:33:39,23.861683136038703
63530627624000.0,-12334898.988998387,-11708097.182282783,-20777679.868520346,302139.748040925,-852613.447116526,-6770257.81353143,10,-82.38985702046028,-70.48725295941945,9.854584006875156,42.41233632249739,2013-03-17 04:33:39,23.861683136038703
