mlat_n,tec_n,tec_min_n,tec_max_n,tec_q25_n,tec_q75_n,tec_std_n,mlat_s,tec_s,tec_min_s,tec_max_s,tec_q25_s,tec_q75_s,tec_std_s,mlt,asy
0.5,,31.6,44.0,35.6,38.8,2.523748833798765,-9.5,40.39781506862143,25.5,54.2,36.3,45.5,2.523748833798765,13.125,
1.5,,32.2,43.3,36.099999999999994,39.5,2.686275130003269,-10.5,40.0138438589538,26.8,51.2,37.6,42.05,2.686275130003269,13.375,
0.5,,32.3,44.8,35.65,40.0,3.155002289373182,-8.5,39.79271371648445,25.3,59.5,37.025,44.35,3.155002289373182,13.625,
11.5,38.63402046840094,33.4,47.2,39.7,41.0,2.8542783259354305,-9.5,40.09606475571134,28.1,60.4,36.95,46.25,2.8542783259354305,13.875,-3.714067584579789
14.5,38.58219776869478,24.5,52.0,33.7,44.3,7.046648572020672,-10.5,40.11726458571176,24.4,64.5,35.3,44.9,7.046648572020672,14.125,-3.9010859060361143
14.5,39.4363942768406,24.7,51.3,35.375,45.475,7.185301246779333,-10.5,40.07598312068554,25.0,56.7,33.8,42.8,7.185301246779333,14.375,-1.6087780664569586
13.5,39.87671555255884,33.1,50.0,37.4,46.45,5.410334613408599,-10.5,39.728575096195826,24.2,55.5,33.225,43.0,5.410334613408599,14.625,0.3721874643148078
13.5,39.99168100277875,28.9,48.7,35.45,44.375,5.737986490600882,-9.5,39.160868532848056,25.1,52.1,36.5,44.7,5.737986490600882,14.875,2.0992690060014816
12.5,39.960673610911996,33.3,55.1,34.2,45.6,6.8002625999715205,-9.5,38.99526025770882,24.0,63.4,37.1,45.7,6.8002625999715205,15.125,2.4454485075423973
12.5,40.41534322975783,30.9,55.7,35.5,42.7,5.569766078756174,-9.5,38.090284019594506,23.9,60.3,33.7,43.0,5.569766078756174,15.375,5.9232931233792705
12.5,40.03026230558019,31.9,57.1,35.975,43.725,5.1695360105238235,-9.5,37.093200038057425,23.4,53.2,33.225,40.475,5.1695360105238235,15.625,7.616520779205029
12.5,40.501191118270114,35.1,58.2,36.974999999999994,42.5,6.674327393366777,-0.5,,29.1,41.4,34.1,38.4,6.674327393366777,15.875,
13.5,40.6351357100431,30.0,59.9,37.4,46.3,9.013247674042558,-1.5,,29.0,41.1,34.625,37.9,9.013247674042558,16.125,
13.5,40.09297055249024,29.9,58.4,36.875,46.125,8.45486757520694,-1.5,,29.1,44.7,33.5,37.9,8.45486757520694,16.375,
13.5,39.698209289291086,26.8,55.1,35.925000000000004,44.075,6.725087663221513,-2.5,,28.9,44.3,33.65,38.8,6.725087663221513,16.625,
12.5,38.929685134128576,31.8,50.2,35.95,43.05,5.403171713895714,-1.5,,27.9,45.1,33.75,38.8,5.403171713895714,16.875,
