mlat_n,tec_n,tec_min_n,tec_max_n,tec_q25_n,tec_q75_n,tec_std_n,mlat_s,tec_s,tec_min_s,tec_max_s,tec_q25_s,tec_q75_s,tec_std_s,mlt,asy
12.5,47.662031271559535,18.8606,63.2033,44.7673,51.1132,5.119669082287989,-9.5,47.387622631325385,25.5337,70.426,40.039249999999996,54.430125,5.119669082287989,13.125,0.5774006089796413
11.5,48.08995886086424,31.8218,58.4412,45.0881,51.428225000000005,4.652212302115675,-9.5,47.48098621320586,25.0708,69.5236,41.7628,54.55285,4.652212302115675,13.375,1.2743886694568376
11.5,48.29801802287126,9.5671,60.4418,44.679625,51.6196,5.286580193568949,-9.5,47.536448974088216,26.8847,70.9621,42.591750000000005,52.9975,5.286580193568949,13.625,1.58934269192984
12.5,48.582094062763915,7.23481,63.2303,45.473749999999995,52.645250000000004,5.648871303407606,-10.5,47.83141524414419,23.7983,69.2294,42.5282,53.054500000000004,5.648871303407606,13.875,1.5572067110017305
14.5,48.73884806467234,26.2411,62.7061,45.4696,53.22555,6.05560015198964,-9.5,48.42705524196812,23.0249,68.1452,44.1387,54.725,6.05560015198964,14.125,0.6417741452374509
13.5,49.06549884527599,27.0317,91.8303,45.8588,53.15555,6.1032321975463555,-9.5,48.58305049990413,26.0776,70.387,43.297650000000004,55.284,6.1032321975463555,14.375,0.9881321301895417
12.5,49.076914896914126,30.5758,64.643,45.5602,52.5677,5.735279035737384,-9.5,48.61716744208315,25.6692,71.2376,43.3495,55.131249999999994,5.735279035737384,14.625,0.9411981643589358
13.5,49.26291437199226,25.8561,65.7743,46.00025,54.445750000000004,6.63796969885723,-10.5,48.54144695059777,27.9701,71.2928,41.702225,55.195825,6.63796969885723,14.875,1.4753277085770355
12.5,49.49137163610308,24.7737,67.1732,46.5984,53.848,6.718661061553484,-10.5,48.37756495461772,25.9801,69.4169,41.314049999999995,54.946575,6.718661061553484,15.125,2.276118900000324
12.5,49.23084013035091,26.5186,66.9887,46.250625,53.392325,6.680143761182594,-10.5,47.99175164616989,26.0008,72.4855,40.3056,54.73695,6.680143761182594,15.375,2.548972335625934
13.5,48.66604861461487,25.374,69.7209,45.10195,53.5859,7.3758906736382865,-10.5,47.42609112803454,27.478,180.691,39.844675,53.882400000000004,7.3758906736382865,15.625,2.580767771226951
13.5,48.14678995072585,24.6181,69.2162,44.314499999999995,52.76005,7.498808892138662,-10.5,47.07266503072254,29.5609,74.5562,39.4821,53.7383,7.498808892138662,15.875,2.2561039027425194
12.5,47.411342312358926,23.9741,65.3452,42.773849999999996,51.72565,6.786427710243592,-10.5,46.82403603993477,20.6007,67.1528,39.92065,53.06455,6.786427710243592,16.125,1.2464666300347331
13.5,46.673309394176464,22.5685,66.2959,41.8654,51.6555,6.862251194872806,-10.5,45.96479935579342,25.6306,85.6438,39.7448,52.19945,6.862251194872806,16.375,1.5296297559254237
13.5,46.21217161083219,6.19174,62.3313,41.1893,50.9277,6.97052187635892,-10.5,45.06691092488208,24.2521,66.9856,39.94245,51.216499999999996,6.97052187635892,16.625,2.509360642405697
13.5,45.83131021712417,22.1172,63.2534,40.90475,50.353125,6.557256017519258,-10.5,44.21590790497635,24.0536,67.2505,38.0533,51.027249999999995,6.557256017519258,16.875,3.587900538931473
13.5,45.06637543174104,21.6335,61.1971,40.1004,49.29215,6.746284919572373,-10.5,43.12067296722458,9.87373,70.7125,36.74935,50.509299999999996,6.746284919572373,17.125,4.412671701436103
14.5,43.78533363907971,20.2157,64.2013,38.9797,48.065625,7.297193212973542,-10.5,41.66295974537377,22.0231,69.5898,35.1491,48.8376,7.297193212973542,17.375,4.9676214928175195
15.5,42.18759351552266,18.8666,79.0534,37.348699999999994,46.21655,7.505687908496313,-10.5,40.14172947756405,18.6298,61.0454,33.2799,48.3481,7.505687908496313,17.625,4.969952293013274
17.5,41.13647733683418,19.6426,63.2405,37.52575,45.800974999999994,7.48010022509449,-10.5,37.814433592462606,8.00672,68.1561,31.051650000000002,45.1402,7.48010022509449,17.875,8.415466535519974
22.5,40.28035546998538,19.8818,59.5557,36.3411,44.0991,6.589295995657553,-10.5,35.663710337495026,16.0253,60.6064,29.237925,43.397425,6.589295995657553,18.125,12.158014147395361
24.5,39.4195531275238,17.8403,55.3916,36.245999999999995,43.219300000000004,6.906041011668877,-10.5,33.0341063138312,4.14883,63.3807,26.172925,41.0908,6.906041011668877,18.375,17.626292068411164
25.5,38.96681861384981,14.9151,62.8153,35.8619,43.05235,6.569402943130598,-10.5,29.740583983523646,11.9878,54.1939,23.0205,36.516000000000005,6.569402943130598,18.625,26.856595596815254
