mlat_n,tec_n,tec_min_n,tec_max_n,tec_q25_n,tec_q75_n,tec_std_n,mlat_s,tec_s,tec_min_s,tec_max_s,tec_q25_s,tec_q75_s,tec_std_s,mlt,asy
13.0,79.72045478079762,38.6,108.4,70.9,91.3,14.666489027534052,-1.0,,49.1,85.6,62.9,70.725,14.666489027534052,13.125,
13.0,80.78062717144141,45.4,107.6,70.5,93.5,14.835036250022025,-1.0,,49.0,83.0,62.675000000000004,70.1,14.835036250022025,13.375,
13.0,82.15306139809255,45.1,109.7,73.9,94.9,15.061711760866961,-2.0,,50.8,82.3,63.8,70.6,15.061711760866961,13.625,
12.0,82.81394038317237,45.8,108.8,71.8,91.9,14.153818572193284,-2.0,,52.4,79.9,64.1,71.2,14.153818572193284,13.875,
12.0,83.11847474172531,47.1,106.7,72.30000000000001,91.725,13.379423384818937,-3.0,,54.0,79.9,64.625,71.4,13.379423384818937,14.125,
12.0,82.50733650104026,46.3,106.3,74.95,92.2,12.588079197750242,-5.0,68.29187826393805,52.2,79.5,65.8,71.7,12.588079197750242,14.375,18.853491059959573
12.0,82.47469662221044,46.2,104.9,75.4,92.1,11.902339116232538,-12.0,68.62193756351934,44.7,100.8,62.275,75.0,11.902339116232538,14.625,18.3362907232773
12.0,82.49586821814673,46.8,108.9,74.14999999999999,89.775,11.916109389201399,-13.0,68.5821291165658,44.2,101.4,59.2,75.2,11.916109389201399,14.875,18.41927924256914
12.0,80.9469162655861,48.6,105.7,72.6,85.8,10.778319287345896,-13.0,69.39412290469775,41.4,108.3,59.7,75.5,10.778319287345896,15.125,15.36878210320612
12.0,78.92764015323812,49.6,105.7,71.6,84.6,10.814488125153725,-13.0,68.64523475711312,44.1,104.4,57.375,76.125,10.814488125153725,15.375,13.93535960097198
12.0,79.34417989472381,48.5,107.3,71.9,85.42500000000001,11.229835857199019,-13.0,67.82621562660927,43.0,108.4,57.45,76.65,11.229835857199019,15.625,15.652555974064706
12.0,78.7257083711278,52.0,105.7,70.55,85.9,12.145043628943077,-13.0,67.98431916201343,44.7,100.8,58.0,78.2,12.145043628943077,15.875,14.643019825877849
12.0,78.95101535013751,51.6,105.9,71.625,85.5,11.77687108298203,-13.0,68.69707852600312,43.7,105.2,57.9,78.4,11.77687108298203,16.125,13.88969753004225
13.0,77.86481937278718,51.4,109.0,68.4,87.8,13.41516961805104,-13.0,69.95641670260878,44.7,109.9,58.2,80.8,13.41516961805104,16.375,10.699954729298485
13.0,76.12157490513671,43.6,102.6,67.5,86.5,12.92300176167382,-13.0,69.84105312106537,46.0,109.9,59.1,79.7,12.92300176167382,16.625,8.605657309683282
13.0,74.68698587787233,43.7,104.4,65.2,85.1,13.642261442599526,-13.0,69.56210976046059,43.8,110.3,58.8,79.2,13.642261442599526,16.875,7.105592024314717
13.0,74.12028205332244,42.2,101.6,64.85,85.475,13.115207473404931,-13.0,69.77288025370382,40.1,112.9,58.7,80.2,13.115207473404931,17.125,6.042541188083043
13.0,72.92394626503294,39.5,97.7,63.525,85.2,12.850181907930905,-13.0,69.85422935407884,39.4,112.1,58.849999999999994,83.4,12.850181907930905,17.375,4.29998057846482
13.0,70.95047593516509,38.5,98.5,61.55,83.225,13.250408088526534,-13.0,68.8627719651044,38.5,110.4,57.75,82.9,13.250408088526534,17.625,2.986417955972058
13.0,69.12938808666894,37.0,96.7,59.8,80.3,13.43475632377258,-14.0,68.86235414808365,32.8,120.3,56.8,80.5,13.43475632377258,17.875,0.3870288674680336
13.0,67.93476926294122,37.0,102.3,56.025,80.5,14.303732591820381,-14.0,67.15984330314043,33.4,120.2,55.2,78.9,14.303732591820381,18.125,1.1472344382670727
14.0,66.10224302786771,26.5,100.9,53.8,81.6,16.56866741426429,-14.0,65.06372610748026,31.9,118.3,53.1,79.7,16.56866741426429,18.375,1.5835157964118312
14.0,64.89791167400554,26.2,98.0,51.225,78.95,16.450270859314987,-14.0,62.94781417759616,24.5,118.3,49.3,76.675,16.450270859314987,18.625,3.0507042506418727
14.0,63.853999351142804,24.0,94.8,52.224999999999994,77.45,16.4231803293493,-15.0,62.105150455457185,25.6,119.7,49.225,73.05,16.4231803293493,18.875,2.7768509050288666
15.0,64.133669170047,20.4,100.5,53.0,82.3,19.385287398216793,-15.0,63.63770470406969,26.4,117.6,50.775000000000006,75.35000000000001,19.385287398216793,19.125,0.7763311153967002
15.0,65.55256163381208,22.3,104.3,54.275,85.42500000000001,20.037824845836674,-15.0,65.35933188839232,25.3,115.3,51.55,75.9,20.037824845836674,19.375,0.29520579104141115
15.0,68.10555826763678,27.2,107.2,59.45,87.35,19.363804526950204,-15.0,67.23802612705185,25.3,119.8,52.475,77.4,19.363804526950204,19.625,1.2819700977551065
15.0,68.85311465380282,22.8,117.9,60.8,84.9,18.155146461171917,-15.0,67.89009722828942,25.5,133.6,54.0,79.975,18.155146461171917,19.875,1.4085049082272074
15.0,68.32112780477863,15.6,122.8,61.2,83.9,18.68001976235561,-15.0,64.25448636579137,7.2,125.3,52.025,74.975,18.68001976235561,20.125,6.134825721048783
14.0,68.323674183593,20.0,113.9,59.2,78.4,17.72375211561325,-15.0,61.81798468171514,19.3,121.5,50.9,71.6,17.72375211561325,20.375,9.997858577492103
14.0,67.76860822749437,8.7,115.2,54.4,79.3,19.285399171308253,-14.0,58.862956881627554,15.6,108.2,49.675000000000004,68.1,19.285399171308253,20.625,14.065452540514002
14.0,65.8347129848592,18.5,109.7,54.349999999999994,78.25,17.389099465302298,-14.0,56.09794488797614,19.7,105.5,47.725,65.875,17.389099465302298,20.875,15.97073051099668
13.0,63.20089359508692,8.2,104.0,55.224999999999994,74.125,14.389937025032786,-14.0,53.01279654793758,16.6,102.0,44.55,61.425,14.389937025032786,21.125,17.533385325964293
13.0,62.42329533869442,23.3,109.8,53.95,73.75,15.310679589252961,-13.0,50.640680338782765,9.9,92.2,44.1,60.075,15.310679589252961,21.375,20.84238578965661
13.0,60.42654561468086,12.5,111.2,51.425,72.275,17.32229265805657,-13.0,48.09842721039774,10.6,84.7,42.45,55.5,17.32229265805657,21.625,22.71941302239012
12.0,57.67497411102836,14.8,101.5,47.2,68.75,16.236181076677756,-12.0,45.07857978143691,10.2,75.6,37.4,51.3,16.236181076677756,21.875,24.517681096994398
11.0,55.171206961700584,22.2,89.0,47.6,65.2,14.564368397027481,-12.0,43.14743249746059,10.3,79.4,33.849999999999994,49.1,14.564368397027481,22.125,24.458789361572343
11.0,53.44452233526533,22.1,87.9,46.575,64.14999999999999,13.58872661737436,-11.0,41.988427355199505,1.7,81.2,34.55,48.2,13.58872661737436,22.375,24.008678380419923
11.0,51.0297294153187,16.7,80.6,42.775,60.7,13.338089945565116,-11.0,41.12949780772417,12.4,85.1,33.7,47.6,13.338089945565116,22.625,21.485057776437472
11.0,48.827451772469466,8.9,79.6,39.2,58.0,13.432533376422677,-11.0,39.78071955185534,10.4,79.0,32.4,46.1,13.432533376422677,22.875,20.4196341836266
