index,alt,gps_time,lat,lon,qualflg,xpos,xpos_err,xvel,xvel_err,ypos,ypos_err,yvel,yvel_err,zpos,zpos_err,zvel,zvel_err,mlt
2013-03-17 16:10:00,455609.7705823267,416808600,-47.257367772118535,-57.78245380890379,0,2476916.82107679,0.0040232600269842,-3102.0107810767,5.64370646807542e-06,-3930607.18405314,0.0047511085986321,4644.63819360854,8.17841379984809e-06,-4995835.63434891,0.0056721599372609,-5210.08136520121,9.20632145491831e-06,7.2275817845739
2013-03-17 16:11:00,457807.01375561394,416808660,-51.10127592976655,-57.8808883626421,0,2286625.624935,0.0040399567126782,-3238.17897695801,5.42224382866442e-06,-3642493.98900373,0.0047819196004401,4955.703951271041,7.72782258353398e-06,-5296918.920903601,0.005575386175209,-4822.30054387184,8.082153429481959e-06,7.238706342192043
2013-03-17 16:12:00,459951.255041264,416808720,-54.94057508255609,-57.95187257778748,0,2088681.15189151,0.004060040830196,-3357.06014864007,5.3822757609841e-06,-3336349.21688375,0.0048084852169685,5245.4477342477,7.63441529023805e-06,-5574082.4847214,0.0054838354226757,-4413.06194164424,7.2782830460113e-06,7.251676990066924
2013-03-17 16:13:00,462017.02715884056,416808780,-58.77533455117731,-57.98510010330642,0,1884130.46963438,0.0040816124323854,-3458.34135334105,5.55991986726677e-06,-3013494.94734468,0.0048246163688644,5512.4604039355,8.00905661869679e-06,-5826094.51556703,0.0053918268447113,-3984.23429061055,6.807660030021329e-06,7.267180536385685
2013-03-17 16:14:00,463980.0216491576,416808840,-62.60563437093664,-57.96455860932549,0,1674036.68904087,0.0041059643200867,-3541.80085341632,5.94859141097925e-06,-2675334.84860044,0.0048324516862257,5755.432764383851,8.85712910791552e-06,-6051837.75699126,0.0052992440857258,-3537.76689617728,6.633933544647911e-06,7.286284182492858
2013-03-17 16:15:00,465817.57004728913,416808900,-66.43152264585073,-57.86391133595397,0,1459473.45545525,0.0041381897222132,-3607.30907645615,6.51741879692733e-06,-2323347.91342366,0.0048452298304751,5973.16408035341,1.01060373571857e-05,-6250314.12659954,0.005210315621316,-3075.68090728302,6.67994840431091e-06,7.310743419768723
2013-03-17 16:16:00,467509.0117485123,416808960,-70.2529270370068,-57.636535154088094,0,1241519.47387059,0.0041812619034771,-3654.82667138864,6.10545718284974e-06,-1959081.78474309,0.0048784478941555,6164.56813089041,9.42686359477422e-06,-6420648.72557884,0.0051377292572974,-2600.05950388205,5.92655282855493e-06,7.343666159041946
2013-03-17 16:17:00,469035.9207644975,416809020,-74.06944459900186,-57.191288956472604,0,1021253.15819037,0.004228732625917,-3684.40203725376,5.90411471116066e-06,-1584145.71502757,0.0049236856187287,6328.67729633224,9.15065227498883e-06,-6562093.17363986,0.00508670666767,-2113.03495734272,5.37672571014744e-06,7.391128171325485
2013-03-17 16:18:00,470382.3164563915,416809080,-77.87974308162167,-56.32276386961,0,799747.450689668,0.0042767215991773,-3696.16933473152,5.94299106614233e-06,-1200203.45809422,0.0049726882767769,6464.64336127362,9.36659644332014e-06,-6674028.34240348,0.0050547445343154,-1616.78258826576,5.01936693265401e-06,7.466823073830726
2013-03-17 16:18:00,470382.3164563915,416809080,-77.87974308162167,-56.32276386961,0,799747.450689668,0.0042767215991773,-3696.16933473152,5.94299106614233e-06,-1200203.45809422,0.0049726882767769,6464.64336127362,9.36659644332014e-06,-6674028.34240348,0.0050547445343154,-1616.78258826576,5.01936693265401e-06,7.466823073830726
