mlat_n,tec_n,tec_min_n,tec_max_n,tec_q25_n,tec_q75_n,tec_std_n,mlat_s,tec_s,tec_min_s,tec_max_s,tec_q25_s,tec_q75_s,tec_std_s,mlt,asy
7.5,53.28210345406215,26.9,75.0,47.2621,57.6,8.084445784909057,-3.5,,35.2048,66.6,48.6,56.608575,8.084445784909057,13.125,
8.5,53.15269920227439,23.5,78.2,47.2829,59.0,8.93529849812449,-1.5,,37.8918,67.1,48.823049999999995,56.5,8.93529849812449,13.375,
0.5,,28.4,88.3,49.73815,57.3,6.011138460483282,-0.5,,35.8,70.7,50.035250000000005,56.556574999999995,6.011138460483282,13.625,
0.5,,23.7,66.9,49.8519,59.0103,5.921522033183871,-0.5,,22.3,71.2,50.405874999999995,56.8,5.921522033183871,13.875,
0.5,,9.2,103.2,49.5,59.2,6.468616076236842,-7.5,54.11089231527501,38.0,70.8,50.9,57.5,6.468616076236842,14.125,
0.5,,26.7,71.0,49.352149999999995,58.6782,6.049857848770439,-7.5,54.139244420885944,33.5,73.8,50.5831,57.5,6.049857848770439,14.375,
0.5,,36.8,72.9,48.7958,57.475,6.339588723878937,-6.5,54.05340108953462,38.2,71.8,50.2,57.00555,6.339588723878937,14.625,
6.5,53.35468972150115,24.0,73.5,48.6,59.4195,8.146735937084765,-6.5,53.75923029715438,39.7,70.1,49.671850000000006,56.9,8.146735937084765,14.875,-0.7553464117133833
6.5,53.532230482463476,33.0,75.8,48.3,59.1,7.529855683885796,-6.5,53.38746374479487,40.2,69.4,49.4232,56.6677,7.529855683885796,15.125,0.2707952706278821
6.5,53.51926285321649,23.9,74.0,47.8,58.4156,7.45983433867235,-7.5,53.03576521403126,37.9838,66.6,49.1,56.6214,7.45983433867235,15.375,0.9075078819933143
7.5,53.32816960826435,9.2,72.9,48.225,60.075425,8.987801673919027,-6.5,52.720640734341835,40.0923,62.6,49.417925000000004,56.115925000000004,8.987801673919027,15.625,1.1457533035209122
7.5,53.08012241202053,1.2,73.3,47.25,59.4,8.835760668396373,-5.5,52.27822775275246,37.8651,65.77,49.064125,55.8,8.835760668396373,15.875,1.522223265671806
7.5,52.553381532834806,32.1,69.8,46.715375,58.575,8.288136500165775,-5.5,51.47185135003436,37.1981,64.958,47.894675,54.7,8.288136500165775,16.125,2.079361233477321
6.5,52.08085220628631,30.3,67.0,47.135475,56.025,6.6877781595966646,-6.5,50.580082767315794,34.3163,63.8,47.5,53.9,6.6877781595966646,16.375,2.9237400562471363
6.5,51.42275148578637,34.6,66.8842,47.037,54.9,5.841945837181681,-6.5,49.77472105403384,32.6745,65.1,46.5417,53.4,5.841945837181681,16.625,3.2570584825703963
6.5,50.51271521048449,33.7967,64.2,46.3,54.1555,5.571410912839313,-6.5,48.99435893426163,30.4967,65.2319,45.6635,52.8,5.571410912839313,16.875,3.0517554440686387
7.5,49.771526789139536,29.1575,69.9,44.4755,54.3,7.86157564520511,-6.5,48.320958308383815,29.847,65.2579,44.9,52.6,7.86157564520511,17.125,2.9575527204017065
8.5,49.80720329313911,25.656,75.3,42.82765,54.425,9.299291568380035,-6.5,47.3776259612049,29.9345,64.1026,43.5188,51.8,9.299291568380035,17.375,4.999910686833076
9.5,50.10482408598982,25.774,78.3,41.9,56.9303,10.90832452827033,-7.5,46.44154865299332,27.3404,62.1035,42.5,50.2784,10.90832452827033,17.625,7.588633998504132
9.5,49.06369697508862,6.06485,83.2,41.5,55.3464,10.531372762364555,-7.5,44.967690424868664,23.3065,61.9287,40.6,49.1,10.531372762364555,17.875,8.71199854320519
10.5,48.06681431508697,20.8,79.6,39.47945,56.87705,11.853237963045354,-7.5,43.14377352751663,23.2773,60.6175,39.106300000000005,47.9,11.853237963045354,18.125,10.794888847916924
11.5,48.45712683403579,15.3535,89.7519,38.0,60.2994,14.19099957060056,-8.5,40.53023373927657,21.9622,58.2739,35.6,45.4,14.19099957060056,18.375,17.815773034932622
11.5,49.35999455514924,12.8114,89.9,38.150000000000006,61.2,14.632260977739676,-9.5,37.443777600217736,15.4254,56.1,32.8,43.1,14.632260977739676,18.625,27.45552793167351
12.5,50.91073819359933,10.5234,99.1894,37.3,66.3809,17.497084282637722,-11.5,34.58179740004783,10.1066,58.3,28.301675,40.8,17.497084282637722,18.875,38.19968768072163
12.5,52.68602617329819,11.8409,102.966,38.5,66.85,17.457742825099732,-12.5,32.6239396573769,9.63068,66.6,26.3,39.244125,17.457742825099732,19.125,47.0333947987763
12.5,54.38653094339935,11.9,100.0,41.025,68.0,17.307390132903855,-13.5,31.76012621844804,4.29482,69.5,24.022750000000002,39.784675,17.307390132903855,19.375,52.52996568965438
12.5,55.48512284021973,9.67262,100.5,41.6,70.0,18.176653476859613,-14.5,31.202056874738613,6.69956,71.3,22.49355,39.10515,18.176653476859613,19.625,56.024584131881596
12.5,55.90867877682784,7.2,109.578,42.55,69.9223,18.595082407803865,-14.5,30.51066699156108,5.44447,73.6,22.5,38.0,18.595082407803865,19.875,58.77853288391134
12.5,55.81930039374798,6.61338,144.544,42.4,69.7,19.187697930350513,-15.5,29.666101666920934,5.54797,74.2,21.078025,35.8,19.187697930350513,20.125,61.18751996572735
12.5,55.09551978521795,7.41376,105.617,42.855925,70.0,19.01246390091799,-15.5,28.923681668550792,2.93816,84.6,20.7,35.2,19.01246390091799,20.375,62.29965927745247
12.5,54.2122253773885,1.66766,120.7,42.9,68.1,19.27708839389601,-38.5,28.24639861254172,17.776,39.2,25.2021,30.8,19.27708839389601,20.625,62.97904454000519
11.5,51.51014566645077,7.74202,107.9,38.7,63.2,19.252457256726807,-39.5,28.556547404184208,17.9814,38.7,25.4207,30.5,19.252457256726807,20.875,57.336196568070704
11.5,48.86712606274081,1.31055,100.0,36.4898,61.855475,19.00657911216841,-39.5,28.93055195461249,20.7288,38.6,26.0,30.2,19.00657911216841,21.125,51.25236283705365
11.5,46.99100698516191,0.818555,103.8,35.1,61.7,19.084186608559932,-39.5,29.06096418343426,18.5,37.7,25.954549999999998,30.5,19.084186608559932,21.375,47.152079101222384
11.5,45.5409997745932,1.5491,99.7,33.064925,61.1969,19.110194220210268,-39.5,29.319371753300462,18.3204,38.2,26.2852,31.0,19.110194220210268,21.625,43.33835830683371
11.5,43.67832607004022,3.5032,98.2,30.5,58.3,18.777129332861623,-39.5,29.556557814455854,17.9925,39.4,26.2,31.4,18.777129332861623,21.875,38.56568757002963
