mlat_n,tec_n,tec_min_n,tec_max_n,tec_q25_n,tec_q75_n,tec_std_n,mlat_s,tec_s,tec_min_s,tec_max_s,tec_q25_s,tec_q75_s,tec_std_s,mlt,asy
7.5,61.392411223057124,38.2397,84.7392,53.780775,67.10755,9.22829328781022,-13.5,59.53672792417154,32.8727,83.8489,54.3116,65.0256,9.22829328781022,13.125,3.0690424358786386
8.5,61.81941700631964,31.6609,96.8111,53.6122,69.750325,11.707043220934516,-13.5,59.89354672713315,35.7402,83.5993,54.5648,65.495,11.707043220934516,13.375,3.1646099480480654
7.5,61.87607409216328,33.6155,94.0153,54.016475,68.5972,11.060778013155032,-12.5,60.067753263697796,0.152788,80.4968,54.297575,64.8144,11.060778013155032,13.625,2.965825934244909
6.5,61.81636081541286,35.1708,83.9343,54.97215,67.267075,9.147433787493721,-12.5,60.236181708699064,34.776,87.3814,54.599050000000005,65.29455,9.147433787493721,13.875,2.5893423832635403
6.5,61.52892874659257,32.4868,97.805,56.2094,68.1277,8.667865473883166,-11.5,60.25465861409061,31.5146,82.2391,54.218,65.3398,8.667865473883166,14.125,2.092679580423246
8.5,60.89107731893647,33.9279,95.3932,52.422475,69.76270000000001,11.91599990579695,-10.5,60.38111745124027,42.558,80.5714,54.3777,66.4468,11.91599990579695,14.375,0.8410169679251247
8.5,61.09896262131891,33.9203,90.8169,53.5308,70.8373,11.984552229111179,-10.5,60.10872585535298,40.3636,84.962,54.5591,65.5336,11.984552229111179,14.625,1.6339504175207775
8.5,60.930287769301444,33.9945,91.6726,53.8256,70.64465,12.078615655168893,-10.5,59.691305724136086,30.7473,80.4569,53.921575000000004,64.334225,12.078615655168893,14.875,2.0543287636682814
8.5,60.939313653940964,32.0176,89.0323,51.279700000000005,70.27205000000001,12.185025061760083,-11.5,59.460029701329496,39.9967,85.6214,54.6152,65.24245,12.185025061760083,15.125,2.4572957150545993
9.5,60.23955800636476,31.8828,98.7591,50.467524999999995,70.3337,13.259267124047366,-11.5,59.449835121809954,5.8624,86.6827,53.3463,65.54955,13.259267124047366,15.375,1.319620500889491
9.5,59.70382700242973,33.2921,101.936,49.140625,68.500625,12.319577186679398,-11.5,58.93231648695697,14.876,91.045,52.003575,65.580625,12.319577186679398,15.625,1.3006331675671543
9.5,58.84856715062967,31.6752,91.8868,48.9958,67.3024,12.156980351230258,-11.5,57.46947738886405,21.4668,86.0873,50.3116,64.526775,12.156980351230258,15.875,2.3712395909430453
8.5,57.99682892815724,32.2751,87.5518,49.459175,66.469875,11.161306845042429,-10.5,55.69936193062941,24.7326,76.2479,49.5957,62.3077,11.161306845042429,16.125,4.0414141936933365
8.5,56.911689813022925,31.5442,90.6976,47.9474,65.19265,11.120233145696877,-10.5,54.083803305039524,24.4573,82.9782,46.862449999999995,61.05785,11.120233145696877,16.375,5.095497895532508
8.5,56.36266473569192,28.7655,90.2106,47.61495,65.07125,11.171030711098934,-11.5,52.58179467660422,10.2792,79.9212,44.188674999999996,60.44615,11.171030711098934,16.625,6.940912974342542
8.5,55.61381824094749,27.6352,86.227,46.490224999999995,63.129149999999996,10.834908736091391,-11.5,51.48568873292612,22.3075,77.1103,43.5334,59.51455,10.834908736091391,16.875,7.708960806007077
8.5,54.1728469216314,26.3263,87.5885,45.22945,60.408950000000004,10.651651836775144,-11.5,50.439049138635745,27.432,80.1868,42.431425,57.236075,10.651651836775144,17.125,7.138380860327017
8.5,52.79700304610445,28.5413,82.9772,43.460325,59.881175,10.885771477825973,-11.5,49.497956811457264,24.3359,85.0933,40.9281,56.3303,10.885771477825973,17.375,6.450066042825313
8.5,52.36853917653653,25.0631,95.6465,43.091575000000006,59.75,10.983389524863174,-11.5,48.31688426562703,29.8764,76.0624,39.5785,55.7048,10.983389524863174,17.625,8.048145942867048
8.5,51.021014460938964,24.6123,84.4867,41.101525,58.549825,11.32170279371185,-11.5,46.92323664320713,21.3408,74.9238,39.438675,54.438575,11.32170279371185,17.875,8.367571902458229
9.5,50.46865027586982,20.2955,97.5596,39.838725,60.6817,13.387939819812356,-12.5,45.53149138215151,14.9333,81.0808,36.9519,53.1911,13.387939819812356,18.125,10.285732517574436
9.5,49.71727281692107,8.5909,92.5676,38.51365,60.524125,13.361669591891607,-12.5,44.015257648389756,7.52831,77.9295,36.286875,52.270625,13.361669591891607,18.375,12.166566164863227
10.5,49.51278279995162,14.019,86.6085,36.83565,61.822050000000004,15.92787899354681,-13.5,42.54611201911725,1.37259,81.0556,33.522800000000004,51.8786,15.92787899354681,18.625,15.135247483747348
11.5,49.38602299878017,14.3176,96.0137,34.370824999999996,63.931025,17.760321598273674,-14.5,40.827446576411404,18.945,75.7722,32.4157,50.246525000000005,17.760321598273674,18.875,18.97405445699064
11.5,50.65282374561145,13.1866,94.2458,35.659075,63.20175,17.146030304368143,-14.5,38.70205846886574,15.6222,77.5589,30.4956,47.570775,17.146030304368143,19.125,26.748992289107314
12.5,52.41018772906848,11.4276,104.869,37.6421,67.827825,20.230319638450347,-14.5,37.02795061017814,13.9363,78.5132,29.0633,45.8526,20.230319638450347,19.375,34.39748949278032
12.5,54.233582544380795,14.7729,117.853,38.2074,68.2238,20.645462524917363,-14.5,35.809316167452025,12.6951,78.5634,27.51475,45.337,20.645462524917363,19.625,40.923307979883106
