mlat_n,tec_n,tec_min_n,tec_max_n,tec_q25_n,tec_q75_n,tec_std_n,mlat_s,tec_s,tec_min_s,tec_max_s,tec_q25_s,tec_q75_s,tec_std_s,mlt,asy
7.5,20.363563237775963,11.5,28.6,17.4,23.225,3.869536385517038,-13.5,21.03778780900636,9.4,36.3,19.1,23.7,3.869536385517038,13.125,-3.2570172430776125
7.5,20.68596467973351,12.0,29.2,17.7,23.15,3.9144206315243983,-14.5,21.14504167423892,8.6,38.2,18.0,24.3,3.9144206315243983,13.375,-2.194912503996295
6.5,21.048817849574096,11.9,28.9,17.55,22.2,3.3774382492025365,-14.5,21.382862925332436,9.2,34.7,18.1,23.9,3.3774382492025365,13.625,-1.5745078660937186
6.5,20.75211809364526,13.9,28.1,17.55,21.9,3.182989732199166,-13.5,22.009213751447078,10.3,38.9,19.8,26.3,3.182989732199166,13.875,-5.879590759033345
3.5,,14.9,26.4,18.7,22.4,2.381284519272659,-13.5,22.53914391921103,10.9,37.6,20.45,26.1,2.381284519272659,14.125,
3.5,,14.8,26.3,18.8,22.125,2.414987098591995,-13.5,22.701163403717885,4.9,36.7,20.4,25.75,2.414987098591995,14.375,
5.5,20.935322301473178,13.3,28.7,19.2,24.0,3.151549822919707,-13.5,22.777630517399025,3.3,34.8,20.3,26.6,3.151549822919707,14.625,-8.429118131459044
5.5,20.977748843658084,11.7,30.5,18.8,23.3,3.3630197913638775,-13.5,22.711107108643997,7.5,36.5,20.1,28.424999999999997,3.3630197913638775,14.875,-7.935013298944386
7.5,20.844507195415623,10.0,35.8,18.45,24.9,4.529524454274868,-13.5,22.498286652442374,6.2,35.6,19.8,28.0,4.529524454274868,15.125,-7.631162231174355
6.5,20.964987599289735,11.9,34.7,19.1,23.825,3.383331092112228,-13.5,22.16872255629631,0.3,35.7,18.4,27.5,3.383331092112228,15.375,-5.581411627539692
6.5,21.164354869808633,9.3,34.3,18.2,22.6,3.7488147948953947,-13.5,21.77567367507852,0.2,39.4,17.5,26.1,3.7488147948953947,15.625,-2.8473143869983506
