mlat_n,tec_n,tec_min_n,tec_max_n,tec_q25_n,tec_q75_n,tec_std_n,mlat_s,tec_s,tec_min_s,tec_max_s,tec_q25_s,tec_q75_s,tec_std_s,mlt,asy
2.5,,9.9,80.3,17.825,26.175,10.357322335242689,-0.5,,14.4,42.6,17.775,23.375,10.357322335242689,13.125,
2.5,,9.8,68.3,17.35,24.6,9.876848161662927,-0.5,,14.3,47.1,17.924999999999997,23.794675,9.876848161662927,13.375,
2.5,,13.5,68.3,17.9,24.7,9.297263850303892,-0.5,,14.9,46.9,18.2,25.3,9.297263850303892,13.625,
1.5,,13.7,67.1,18.1,25.1,9.067642065365035,-0.5,,15.0,53.8,18.15,26.7,9.067642065365035,13.875,
1.5,,14.6,56.5,18.625,25.025075,9.676868440096175,-0.5,,15.4,47.9,18.4,27.1406,9.676868440096175,14.125,
1.5,,14.2,77.0,18.8,24.7184,10.526695525418328,-0.5,,15.6,56.9,18.5,27.4,10.526695525418328,14.375,
1.5,,14.3,71.5,18.6,24.5,11.366089948089416,-0.5,,15.6,55.2,19.7,27.8708,11.366089948089416,14.625,
1.5,,14.2,63.0,18.45,23.950000000000003,10.037833952210457,-13.5,24.08853650001472,11.1,33.4,19.2,27.06355,10.037833952210457,14.875,
1.5,,10.6,69.2,18.075000000000003,23.424999999999997,11.03464682361905,-13.5,23.429443732025582,11.3,32.9138,21.875,26.625,11.03464682361905,15.125,
1.5,,4.0,71.5,18.975,24.85,12.247956431125733,-12.5,23.175538059945517,10.7,33.6,20.6,27.4,12.247956431125733,15.375,
2.5,,10.0,78.7,17.65,22.325,9.930895848708245,-12.5,23.025273748577995,14.3,33.2,20.575000000000003,27.840225,9.930895848708245,15.625,
2.5,,0.7,126.3,17.375,21.424999999999997,10.14928455536377,-12.5,21.886807678254055,7.7,31.1,16.8,25.288975,10.14928455536377,15.875,
2.5,,0.2,55.8,16.2,21.5,7.06720889994982,-12.5,21.479161143313913,7.9,33.3,15.7,25.6786,7.06720889994982,16.125,
2.5,,2.6,87.4,15.6,21.3,12.312084438380362,-12.5,21.243248062927893,8.5,33.5,16.75,26.6,12.312084438380362,16.375,
0.5,,1.5,64.0,17.025,21.6,7.931299115466499,-0.5,,8.1,60.1,15.6,22.275,7.931299115466499,16.625,
0.5,,8.0,68.9,15.100000000000001,21.4,10.074116866736011,-0.5,,0.9,61.7,16.525,22.275,10.074116866736011,16.875,
0.5,,7.8,73.2,14.225,21.4,10.4793034728298,-12.5,20.462150695899435,7.5,33.1,14.8,25.35,10.4793034728298,17.125,
0.5,,7.6,60.4,13.325000000000001,19.1,8.393762286557196,-11.5,19.254743458953605,7.2,33.0,15.850000000000001,24.6,8.393762286557196,17.375,
0.5,,7.4,60.8,13.2,18.45,5.869311438194701,-9.5,17.73289588908601,7.1,29.2,14.825000000000001,23.1,5.869311438194701,17.625,
1.5,,7.5,67.8,12.7,17.675,8.095810273546396,-11.5,17.359084384899116,5.3,32.5,13.674999999999999,21.5,8.095810273546396,17.875,
1.5,,4.6,52.7,10.95,16.8,5.868276855238554,-10.5,16.75342085007528,2.2,28.0,13.0,20.8,5.868276855238554,18.125,
1.5,,4.2,24.6,12.125,16.3,3.8275422904340526,-10.5,15.564683019876366,1.9,31.9,11.0,19.4,3.8275422904340526,18.375,
6.5,13.610338438062854,1.4,23.8,10.0,17.375,4.975868605049625,-11.5,14.250810437199128,1.0,30.3,9.975,18.4,4.975868605049625,18.625,-4.597599345265704
6.5,13.354212255406237,2.0,29.0,10.3,16.5,4.665886786008223,-11.5,13.360643584942535,0.1,27.0,10.0,16.6,4.665886786008223,18.875,-0.04814796362542466
7.5,12.962023439810395,2.2,35.9,6.825,15.6,5.795118048415294,-12.5,12.712259311099842,1.6,30.3,8.93449,17.4,5.795118048415294,19.125,1.9456366601064823
7.5,12.116952431677705,1.6,25.9,7.7,15.55,5.550622462979426,-13.5,12.047204191992169,2.9,28.5,8.375,16.025,5.550622462979426,19.375,0.5772867704161003
8.5,11.744562756564482,1.1,31.5,5.7142,15.1,6.605084714202794,-13.5,11.248675206432946,2.5,26.1,7.9,14.8,6.605084714202794,19.625,4.313333780388467
8.5,11.320788497931884,1.0,26.7,5.2,13.6,5.962517076672597,-13.5,10.687202705262157,2.4,24.5,6.26144,12.4,5.962517076672597,19.875,5.757779406761798
8.5,10.585203018851871,1.7,27.6,5.2,13.299999999999999,6.094406158212178,-35.5,10.234984819126945,2.5,18.8,7.4,12.7,6.094406158212178,20.125,3.364217484014062
8.5,9.860866491357191,1.5,27.2,5.1,14.149999999999999,6.3156875567146225,-35.5,10.366360442216452,4.4,20.3,9.5,13.2,6.3156875567146225,20.375,-4.998153751073311
7.5,9.159046468419326,0.1,31.1,5.05,12.2,5.7260919123987915,-35.5,10.199889221331171,5.1,20.4,9.4,14.2,5.7260919123987915,20.625,-10.753098926434411
7.5,8.904932407287665,0.3,40.2,4.75,11.45,5.015169101314697,-35.5,10.020642608990027,2.4,20.4,9.1,13.3,5.015169101314697,20.875,-11.79050254211828
6.5,8.63042716086839,0.2,50.3,4.5,9.5,5.667213859765511,-35.5,10.014244691343434,4.2,16.1,9.2,12.9,5.667213859765511,21.125,-14.844107114825743
6.5,8.301996496341792,0.5,37.5,4.33115,10.1,5.199513548900216,-35.5,9.970532539229175,4.4,20.0,9.075,12.1,5.199513548900216,21.375,-18.262781683249862
7.5,7.525868820379978,0.4,26.5,4.3,11.375,4.904026292362184,-35.5,9.705437470812905,4.1,20.2,9.5,12.3,4.904026292362184,21.625,-25.297776194100027
6.5,7.379657757913071,0.6,42.3,4.2,8.9,5.20188790677829,-35.5,9.138533038802903,3.4,19.8,8.5,11.525,5.20188790677829,21.875,-21.296221874849863
7.5,7.200453263071648,0.0,34.9,4.6,10.725,5.355396871757242,-35.5,8.906596113426637,1.3,18.8,7.9,10.9,5.355396871757242,22.125,-21.185045261541376
7.5,7.101707151555484,0.1,26.0,3.4228075000000002,9.6,5.147497482173074,-35.5,8.862155545854776,1.3,16.6,7.3,10.9,5.147497482173074,22.375,-22.055418887872055
5.5,6.977029448943958,0.5,43.7,4.0,8.2,5.218103328376165,-35.5,9.01461696992532,3.5,14.9706,7.7,10.8,5.218103328376165,22.625,-25.483148734168097
4.5,,0.5,60.1,3.9,8.7,6.505785625857174,-35.5,8.619762646408297,3.5,16.0,7.6499999999999995,10.5,6.505785625857174,22.875,
3.5,,0.7,56.1,3.5,8.875,8.121332354919744,-35.5,8.352153768691318,3.8,15.5,7.4,10.2,8.121332354919744,23.125,
36.5,6.643205883323253,0.7,10.7,5.5,7.7,1.8979037533437038,-35.5,8.219786242128256,4.6,13.437,7.45,10.1,1.8979037533437038,23.375,-21.214844837403287
36.5,6.666124114402239,0.8,10.8,5.75,7.7,1.8326626949066034,-35.5,8.25565058575991,3.5,13.6254,7.325,10.275,1.8326626949066034,23.625,-21.304791196725386
36.5,6.696310735064619,0.8,11.7,5.9,7.7,1.8205561729142299,-35.5,8.134637168728052,4.4,15.0,7.5,9.9,1.8205561729142299,23.875,-19.396284620426908
