mlat_n,tec_n,tec_min_n,tec_max_n,tec_q25_n,tec_q75_n,tec_std_n,mlat_s,tec_s,tec_min_s,tec_max_s,tec_q25_s,tec_q75_s,tec_std_s,mlt,asy
8.5,31.260848461163278,20.9,49.7,23.55,32.75,6.939574211411694,-15.5,29.00451855468694,3.6,39.7,26.825,32.875,6.939574211411694,13.125,7.487981964443717
9.5,31.452534230753287,20.2,45.0,27.5,34.85,6.2847286150781585,-12.5,29.16600846528327,2.8,42.7,27.349999999999998,33.7,6.2847286150781585,13.375,7.54398130926865
6.5,32.18217919350094,17.3,41.4,27.6,35.75,5.749180543614622,-12.5,29.644994430334343,2.9,41.7,26.8,33.9,5.749180543614622,13.625,8.207345134691643
7.5,34.128389397538236,23.2,41.1,32.95,34.849999999999994,4.905674370118855,-13.5,30.395142011592156,12.2,43.4,28.6,34.55,4.905674370118855,13.875,11.571739191627092
7.5,33.60791250187121,24.5,45.5,33.175,39.775,5.019297752562229,-10.5,31.34428027743313,4.5,46.0,28.575000000000003,34.525,5.019297752562229,14.125,6.9701487434904355
7.5,33.114664282470876,26.2,43.8,29.75,37.6,4.783004524869423,-10.5,32.284513751261834,6.5,48.0,29.4,37.0,4.783004524869423,14.375,2.538718547137866
8.5,32.04015347559978,22.7,40.1,29.725,35.975,5.15069524806715,-10.5,32.35200436276804,6.9,49.1,30.4,36.7,5.15069524806715,14.625,-0.9685989649579564
8.5,31.943886766719388,23.1,48.3,29.1,37.1,7.23579975051526,-11.5,32.384148480959425,9.0,49.7,29.3,35.125,7.23579975051526,14.875,-1.368801992925545
9.5,31.740397466874263,23.6,43.2,29.65,37.849999999999994,5.347357786245247,-10.5,32.249321831980374,4.8,47.6,30.1,35.45,5.347357786245247,15.125,-1.5906441556002273
9.5,32.19137098059779,22.1,44.4,27.075,38.4,6.67199158408591,-11.5,31.745969100076096,7.9,46.5,28.0,35.6,6.67199158408591,15.375,1.3932449487567073
9.5,31.7537778250865,19.8,44.7,29.0,35.7,5.871033028527018,-12.5,31.56472598758048,13.2,45.1,28.3,34.2,5.871033028527018,15.625,0.597145624493423
9.5,30.690367366849422,19.7,42.7,24.175,32.65,5.89260599648952,-12.5,31.342514121361315,12.1,46.8,27.125,34.2,5.89260599648952,15.875,-2.102584109802582
8.5,30.166066156932953,20.1,50.1,24.625,32.75,6.314017004606756,-10.5,30.731625875505873,11.8,46.4,27.175,35.225,6.314017004606756,16.125,-1.8574093687217563
8.5,29.825931373243044,20.5,46.3,25.45,34.6,7.167505398711117,-10.5,29.517692382201055,11.6,44.4,27.9,35.575,7.167505398711117,16.375,1.0388276668517795
8.5,28.75065869211663,15.4,45.8,24.05,35.4,7.063722831165948,-10.5,27.929484582119148,5.1,42.4,25.6,34.625,7.063722831165948,16.625,2.8975724568104644
7.5,27.06526132414902,15.1,39.2,20.9,32.3,6.711400894059627,-13.5,26.212760308800277,12.9,40.2,20.5,30.65,6.711400894059627,16.875,3.2001977146295597
1.5,,19.9,35.1,23.625,29.775,4.708959423330672,-0.5,,19.4,28.9,22.4,24.575,4.708959423330672,17.125,
0.5,,20.4,30.6,21.05,27.05,3.8447603069868763,-0.5,,20.3,31.5,24.549999999999997,29.275,3.8447603069868763,17.375,
6.5,24.4841780606363,15.2,31.7,19.25,25.4,4.397846533367681,-0.5,,18.6,32.2,21.675,28.275,4.397846533367681,17.625,
6.5,25.630699676397203,15.5,35.1,24.025,27.4,5.204224632256809,-0.5,,17.1,27.5,20.375,24.525,5.204224632256809,17.875,
4.5,,17.7,31.8,19.35,24.4,4.081131750340385,-0.5,,16.6,26.8,18.55,20.8,4.081131750340385,18.125,
5.5,25.439038894227174,17.2,34.2,25.275,29.825,4.80344393046006,-5.5,19.945860660626437,2.6,31.2,16.5,23.55,4.80344393046006,18.375,24.207074544525586
6.5,23.888558255576676,9.7,35.0,17.2,26.15,6.285564619081183,-34.5,18.412734274181332,12.5,28.7,15.1,18.8,6.285564619081183,18.625,25.88962962558756
6.5,23.234894865478868,8.5,32.8,14.525,26.525,6.700684140472101,-34.5,18.852211804185384,12.4,29.9,15.975,20.05,6.700684140472101,18.875,20.826725370753298
7.5,22.267338410315638,11.4,39.0656,16.8,29.35,8.53866570087106,-33.5,19.32327860915334,13.0,30.8,16.975,22.567175,8.53866570087106,19.125,14.157326878724367
