,DATETIME,VN1,VN2,DVN1,DVN2,VN1_SMOOTH,VN2_SMOOTH
380,2023-02-23 06:05:00,,-4.98,,0.0451,0.1600000000000006,-10.459999999999999
381,2023-02-23 06:07:00,-2.65,,0.0255,,0.1600000000000006,-10.459999999999999
382,2023-02-23 06:16:00,,-11.16,,0.1081,4.425000000000001,-7.855
383,2023-02-23 06:18:00,1.84,,0.0179,,4.425000000000001,-7.855
384,2023-02-23 06:21:00,,-13.26,,0.129,4.425000000000001,-7.936
385,2023-02-23 06:24:00,3.81,,0.0366,,5.852000000000001,-7.936
386,2023-02-23 06:28:00,,-6.62,,0.0644,8.914,-7.892
387,2023-02-23 06:31:00,11.09,,1.6918,,8.914,-6.648333333333333
388,2023-02-23 06:33:00,,-3.66,,0.0362,9.243333333333334,-6.648333333333333
389,2023-02-23 06:36:00,15.17,,0.1477,,9.243333333333334,-5.7459999999999996
390,2023-02-23 06:45:00,,-4.76,,0.0496,12.196666666666667,0.05833333333333327
391,2023-02-23 06:47:00,12.66,,0.2202,,12.196666666666667,0.05833333333333327
392,2023-02-23 06:49:00,,-0.43,,0.0043,12.196666666666667,1.394
393,2023-02-23 06:52:00,10.89,,0.1104,,12.418000000000001,1.394
394,2023-02-23 06:57:00,,6.8,,0.0681,10.158000000000001,4.368
395,2023-02-23 07:00:00,11.87,,0.1598,,10.158000000000001,5.381666666666667
396,2023-02-23 07:02:00,,9.02,,0.0917,9.095,5.381666666666667
397,2023-02-23 07:04:00,11.5,,0.1208,,9.095,5.381666666666667
398,2023-02-23 07:13:00,,11.21,,0.1172,4.226666666666667,8.891666666666666
399,2023-02-23 07:16:00,3.87,,0.0489,,4.226666666666667,8.891666666666666
400,2023-02-23 07:18:00,,10.45,,0.1072,4.226666666666667,9.309999999999999
401,2023-02-23 07:21:00,3.78,,0.0364,,2.6980000000000004,9.309999999999999
402,2023-02-23 07:26:00,,8.55,,0.0791,-2.1719999999999993,8.714000000000002
403,2023-02-23 07:28:00,0.99,,0.0086,,-2.1719999999999993,8.105
404,2023-02-23 07:31:00,,7.32,,0.0637,-4.039999999999999,8.105
405,2023-02-23 07:33:00,-6.65,,0.0624,,-4.039999999999999,7.484
406,2023-02-23 07:42:00,,6.04,,0.0471,-8.504999999999999,6.905
407,2023-02-23 07:45:00,-12.85,,0.1006,,-8.504999999999999,6.905
408,2023-02-23 07:47:00,,5.06,,0.0383,-8.504999999999999,6.575999999999999
409,2023-02-23 07:49:00,-13.38,,0.0987,,-10.404,6.575999999999999
410,2023-02-23 07:54:00,,5.98,,0.043,-11.422,4.85
411,2023-02-23 07:57:00,-13.26,,0.0928,,-11.422,2.8866666666666667
412,2023-02-23 08:00:00,,8.48,,0.0576,-12.848333333333334,2.8866666666666667
413,2023-02-23 08:02:00,-5.88,,0.2364,,-12.848333333333334,2.2560000000000002
414,2023-02-23 08:10:00,,-1.31,,0.0079,-12.715,1.5550000000000002
415,2023-02-23 08:13:00,-11.74,,0.0724,,-12.715,1.5550000000000002
416,2023-02-23 08:15:00,,-6.93,,0.0414,-12.715,0.08000000000000007
417,2023-02-23 08:18:00,-19.98,,0.1231,,-12.533333333333333,0.08000000000000007
