mlat_n,tec_n,tec_min_n,tec_max_n,tec_q25_n,tec_q75_n,tec_std_n,mlat_s,tec_s,tec_min_s,tec_max_s,tec_q25_s,tec_q75_s,tec_std_s,mlt,asy
12.5,56.37707088124421,30.1456,85.391,49.569425,65.06225,11.646090408008671,-16.5,57.69579815944209,36.5831,99.5127,50.560425,61.87345,11.646090408008671,13.125,-2.312078742803486
11.5,57.89030953498865,21.0591,87.8277,50.0721,65.52035000000001,11.218169301465277,-16.5,58.80623700585508,39.0511,99.453,51.24265,63.3167,11.218169301465277,13.375,-1.5697593425283656
11.5,57.779177302570226,31.8212,94.8041,49.441975,67.9773,12.81726240871008,-16.5,59.720321155131174,39.4101,101.807,52.0055,63.8583,12.81726240871008,13.625,-3.3040887459783326
13.5,59.76984418526299,30.7983,104.548,48.9778,69.2464,14.978778672787119,-15.5,60.49097132294253,38.935,100.05,53.43000000000001,66.92295,14.978778672787119,13.875,-1.1992719900196167
12.5,60.8100425324505,28.2827,99.8216,50.58025,72.03645,14.013176615823262,-15.5,61.171672371660875,40.2724,96.7242,54.008775,67.6829,14.013176615823262,14.125,-0.5929246682499039
12.5,59.96497091835649,28.8511,102.982,49.31525,69.7108,14.533923927896709,-15.5,61.56849297398816,42.3387,96.9934,54.5194,67.589475,14.533923927896709,14.375,-2.6388156879196294
12.5,59.01752589111558,28.3362,97.7464,50.07475,67.628675,13.44068495816202,-15.5,61.72132129194308,41.1601,94.4489,54.90745,67.477225,13.44068495816202,14.625,-4.478749737817399
12.5,59.631634483306776,29.9755,93.3982,50.3669,68.55245,13.407981594588184,-14.5,61.66890380962214,39.5462,101.765,55.405,68.442475,13.407981594588184,14.875,-3.359044164166123
12.5,59.52408090680955,29.7196,92.8194,49.4229,67.78855,13.428029536332518,-14.5,61.688407126282605,31.5373,109.631,55.341775,68.159475,13.428029536332518,15.125,-3.571127454923906
9.5,57.89944112192204,35.8531,79.6981,50.9318,63.1639,8.571305829834087,-14.5,61.23216171988064,39.1919,108.072,55.12365,67.3784,8.571305829834087,15.375,-5.595023517620572
11.5,57.558404577437976,15.7743,87.649,49.5393,65.314125,11.557764462236166,-14.5,60.71888466668874,37.2086,100.861,54.75535,66.89954999999999,11.557764462236166,15.625,-5.344187560348068
12.5,58.31633163954901,32.625,106.854,48.0886,66.011,13.400680854921637,-14.5,60.17301411160458,38.8421,100.803,53.8086,65.8838,13.400680854921637,15.875,-3.1339230717922852
12.5,56.80509492100833,31.3252,103.903,46.3912,64.84174999999999,13.839834559008526,-14.5,59.30563991269398,38.807,105.646,52.65885,64.47855,13.839834559008526,16.125,-4.307172795464619
10.5,55.65041925515774,33.7667,85.257,49.423,62.0099,9.649606852794761,-13.5,58.39444777420026,41.0341,90.7033,52.5263,63.9884,9.649606852794761,16.375,-4.812191184959047
10.5,54.63284769997865,25.4921,82.916,48.235775000000004,59.17605,9.355792202465917,-13.5,57.101242245313145,34.3911,89.433,50.81885,62.44735,9.355792202465917,16.625,-4.418337405429433
10.5,53.55015697939975,32.2634,83.2603,46.81075,58.1006,9.197927292844152,-13.5,55.394349706059074,33.6462,91.4402,48.7936,60.9238,9.197927292844152,16.875,-3.385563499743623
10.5,52.737618064976154,31.6627,81.342,45.4987,57.54475,9.283350935679566,-13.5,53.142888005670926,32.5581,88.2631,47.0986,58.67095,9.283350935679566,17.125,-0.7655232407453031
